partial,f,sigma,count,meanR2,meanFittedFrameCount
1,117.087,0.234613,5,0.840579,1261
3,349.915,0.277551,3,0.768157,1108.67
4,465.656,0.239686,5,0.726069,1268.2
5,582.742,0.206245,5,0.687324,1268.6
6,699.829,0.178389,5,0.671091,1271.4
7,816.916,0.229094,5,0.812787,1264.8
8,934.003,0.219994,5,0.772963,1270
9,1052.44,0.281029,5,0.878488,1263.2
10,1169.52,0.357221,5,0.903098,1256.6
11,1289.3,0.32068,5,0.814235,1257.6
12,1411.77,0.484116,2,0.957955,1108
20,2457.48,1.00601,2,0.904014,456.5
21,2575.91,0.964385,1,0.903608,481
24,2995.81,0.800333,4,0.942097,639.25
25,2744.14,0.750307,5,0.951238,689
26,3059.73,0.840632,2,0.931686,639
28,3412.34,1.32145,4,0.907657,476
29,3509.24,1.99085,2,0.918964,462
32,3771,1.34479,5,0.921887,548.2
34,4720.15,1.92816,4,0.916435,384
41,5001.09,2.01546,4,0.875772,408.75
43,5874.53,2.89181,3,0.935591,281
48,6175.99,2.70455,3,0.837774,355.667
50,7113.58,2.95984,3,0.810835,307.667
55,7763.39,3.34618,2,0.776079,362.5
58,7936.33,3.80765,2,0.802073,315
59,8099.85,4.05043,2,0.866402,218
60,8621.36,4.29577,1,0.872675,253
63,9146.23,5.2731,1,0.915924,212
