partial,f,sigma,count,meanR2,meanFittedFrameCount
1,130.545,0.299082,5,0.890864,1011.2
2,261.09,0.236621,4,0.727359,1012.5
3,391.972,0.289738,4,0.781589,935.75
4,523.526,0.422625,5,0.900808,1001.8
5,654.071,0.29916,5,0.818965,1012.8
7,917.853,0.258709,3,0.665891,1011.67
8,1049.74,0.398138,5,0.897418,978.4
9,1181.63,0.484354,5,0.879791,965.2
10,1314.87,0.335386,5,0.784666,1002.6
11,1448.11,0.49424,5,0.895052,948.2
12,1585.38,0.351955,2,0.761823,856
21,2894.87,1.4379,1,0.905019,289
22,2674.15,0.663801,5,0.895833,660.4
23,3097.01,0.788959,5,0.938931,892.2
26,3675.72,1.52837,5,0.910934,494
30,3972.07,1.31004,5,0.895471,531.2
32,4198.64,1.23472,4,0.899913,519.75
33,4275.69,1.5598,2,0.945906,517
34,4891.07,1.83803,4,0.86886,369
38,5211.04,2.20735,4,0.914779,344
40,5533.14,2.70016,3,0.928743,273
42,6601.72,3.50956,3,0.900118,252.667
48,6715.67,3.08008,2,0.777964,373
49,7985.45,4.88183,2,0.88653,157.5
55,9156.32,4.7561,2,0.743697,274.5
60,9352.14,7.49812,1,0.940819,151
61,9560.74,7.38622,1,0.933332,153
62,9766.65,3.9163,1,0.760272,249
63,9968.53,3.87846,1,0.754101,239
64,10183.9,2.24707,1,0.615251,337
