partial,f,sigma,count,meanR2,meanFittedFrameCount
1,261.09,0.401571,2,0.837588,752.5
2,523.526,0.404613,3,0.867516,752.667
3,784.616,0.29482,1,0.617029,756
4,1048.4,0.35819,5,0.75041,752
5,1313.53,0.453068,5,0.809304,746
6,1578.65,0.485425,5,0.924805,744.4
7,1846.47,0.572886,5,0.892041,713.6
8,2116.98,0.657828,4,0.949865,742.75
12,3104.28,1.19303,5,0.958318,539
13,3645.17,1.38045,2,0.956438,462
14,3883.15,1.33183,3,0.83236,514
15,4073.81,2.01138,1,0.77342,291
18,4967.44,2.9028,4,0.921994,256.5
21,5276.98,3.18287,3,0.914009,240.333
22,5906.83,4.49944,3,0.92024,184
24,6884.34,5.09763,3,0.870874,169.667
27,7572.29,7.503,2,0.933588,121.5
29,7923.55,8.15353,2,0.904971,127
30,8276.82,6.80619,2,0.826521,150.5
31,9773.38,10.8436,1,0.931127,106
