partial,f,sigma,r2
1,103.629,0.334723,0.855684
2,207.257,0.239133,0.843081
3,310.886,0.147015,0.599012
4,414.514,0.206945,0.743738
5,519.489,0.189504,0.734581
6,623.117,0.252088,0.763247
7,728.091,0.249698,0.776187
8,831.72,0.255412,0.71988
9,936.694,0.234448,0.69615
10,1041.67,0.261749,0.863626
11,1146.64,0.216686,0.821865
12,1251.62,0.290395,0.872503
13,1357.94,0.34281,0.911176
14,1464.26,0.389428,0.950425
15,1570.58,0.400543,0.915087
16,1676.9,0.43557,0.805418
17,1784.56,0.37425,0.948473
18,1892.23,0.441757,0.933423
19,2001.24,0.415009,0.922992
20,2110.25,0.493581,0.838158
21,2217.92,0.532114,0.890026
22,2328.28,0.557876,0.961316
23,2439.98,0.534067,0.963879
24,2550.34,0.658781,0.893385
25,2662.04,0.566904,0.927921
26,2776.44,0.733601,0.975568
28,3005.23,0.797795,0.935638
29,3141.16,1.84587,0.896088
30,3242.09,0.879396,0.87267
31,3356.49,0.562936,0.649901
43,4846.32,4.43942,0.936514
58,6978.1,4.93573,0.931996
65,8035.92,5.92681,0.841648
