partial,f,sigma,r2
1,40.3748,0.199497,0.902811
2,82.0953,0.170561,0.839567
3,122.47,0.164914,0.830145
4,164.191,0.189034,0.907657
6,246.286,0.141573,0.752355
7,288.007,0.13941,0.658703
8,328.381,0.153625,0.785554
9,370.102,0.170081,0.854071
11,453.543,0.130036,0.658905
12,495.264,0.169632,0.812533
13,536.984,0.206851,0.881039
14,578.705,0.195454,0.806261
15,620.425,0.213479,0.877662
16,662.146,0.180719,0.70976
17,705.212,0.200506,0.892551
18,746.933,0.195297,0.866397
19,789.999,0.264061,0.962777
20,833.066,0.250077,0.908324
21,874.786,0.263204,0.937635
22,917.853,0.29884,0.968524
23,962.265,0.30084,0.951927
24,1005.33,0.329402,0.939774
25,1049.74,0.342458,0.987904
26,1094.16,0.340726,0.964476
27,1156.06,1.58299,0.99424
37,1637.87,0.689379,0.926095
38,1687.66,0.805672,0.989551
39,1733.42,0.712239,0.881398
40,1783.22,0.734562,0.971366
41,1831.67,0.736201,0.949596
42,1880.12,0.90738,0.999964
43,1928.57,0.820987,0.969446
44,1978.36,0.838927,0.99999
45,2028.16,0.870864,0.994549
46,2079.3,0.921567,0.989075
47,2130.44,1.05876,0.994436
48,2181.58,1.01008,0.983995
50,2310.78,2.8754,0.986945
52,2407.68,1.26403,0.999255
56,2656.66,1.33888,0.976433
57,2713.18,1.32766,0.97665
58,2768.36,1.23685,0.970505
59,2824.89,1.34251,0.96961
60,2888.14,2.53492,0.974204
61,2937.94,1.34861,0.964005
62,2995.81,1.46296,0.966587
63,3055.02,2.27396,0.883196
64,3138.46,2.04653,0.880948
65,3185.57,1.80559,0.908449
67,3326.88,2.39183,0.925617
68,3375.33,2.25916,0.938582
69,3466.85,2.01321,0.929133
70,3534.14,1.9951,0.920967
71,3596.04,2.15657,0.989528
72,3660.64,2.44101,0.889787
73,3721.21,2.41859,0.947319
75,3850.41,2.59266,0.887715
77,4007.87,2.40376,0.88227
82,4384.7,3.57988,0.901555
83,4454.68,4.23335,0.917596
84,4521.97,4.90976,0.937422
85,4595.99,3.74396,0.821061
86,4667.32,4.66447,0.878344
95,5406.18,7.71181,0.940574
96,5482.89,6.71909,0.895572
