partial,f,sigma,r2
1,32.2998,0.2313,0.961189
2,64.5996,0.205128,0.897817
3,96.8994,0.129319,0.606738
4,130.545,0.174102,0.833449
5,162.845,0.155294,0.804187
6,195.145,0.150564,0.708301
7,227.444,0.17016,0.85211
9,293.39,0.165602,0.792053
10,327.036,0.154245,0.8096
11,359.335,0.148757,0.708611
12,392.981,0.120551,0.529826
13,425.281,0.14287,0.636957
14,458.926,0.152704,0.598413
15,492.572,0.174836,0.747547
16,526.218,0.170065,0.801181
17,559.863,0.180095,0.712611
18,593.509,0.199806,0.830073
19,627.155,0.167887,0.730906
20,660.8,0.194783,0.815492
21,695.792,0.203925,0.866404
22,729.437,0.211899,0.869331
23,764.429,0.21424,0.848511
24,799.42,0.225214,0.892911
25,834.412,0.244751,0.828768
26,869.403,0.264606,0.942147
27,905.74,0.260497,0.962377
28,940.732,0.29714,0.952296
29,977.069,0.301455,0.971773
30,1013.41,0.315649,0.951897
31,1049.74,0.364333,0.995123
32,1086.08,0.371633,0.985143
33,1123.76,0.39403,0.962478
34,1187.02,0.874744,0.995139
35,1200.48,0.420654,0.978582
37,1287.95,0.949611,0.993286
39,1356.59,0.749186,0.979804
41,1460.22,0.93968,0.999946
42,1495.21,0.96678,0.999926
43,1528.86,1.01662,0.998099
45,1625.76,0.805767,0.923218
46,1667.48,0.670327,0.973801
47,1710.54,0.803472,0.95733
48,1753.61,0.768964,0.955413
49,1795.33,0.913855,0.999834
50,1838.4,0.869137,0.946869
51,1880.12,0.882994,0.993734
52,1925.88,0.904234,0.996784
53,1967.6,0.949311,0.987749
54,2012.01,1.01288,0.989834
55,2056.42,1.01736,0.998344
56,2102.18,1.03277,0.982759
57,2147.94,1.05622,0.99093
58,2192.35,1.1116,0.999487
59,2239.45,1.07917,0.934644
60,2285.21,1.00392,0.951319
61,2332.31,1.22417,0.942977
62,2380.76,1.21372,0.993503
63,2427.87,1.12459,0.985489
64,2476.32,1.09617,0.988935
65,2524.77,1.1014,0.973133
71,2855.84,1.78239,0.997508
74,3014.65,1.98663,0.827299
75,3055.02,1.89421,0.937373
79,3298.62,2.52357,0.861974
80,3340.34,2.75397,0.923721
81,3419.74,3.64043,0.931552
82,3477.61,3.13268,0.922064
83,3536.83,3.98485,0.941937
84,3596.04,3.01001,0.947144
85,3655.26,3.90676,0.934511
86,3714.48,4.36933,0.92293
87,3773.69,3.98321,0.944426
88,3831.56,3.56489,0.933999
89,3892.13,3.99356,0.907583
90,3951.34,5.05266,0.963827
91,4017.29,5.11875,0.960915
92,4077.85,4.59931,0.935248
93,4142.45,4.04174,0.929506
94,4204.36,5.38297,0.933272
95,4285.11,3.83411,0.979164
