partial,f,sigma,r2
1,72.6746,0.238281,0.716966
2,146.695,0.184441,0.722798
3,219.37,0.210233,0.659967
7,514.105,0.191217,0.581111
8,588.126,0.199906,0.538082
9,660.8,0.197669,0.702168
10,734.821,0.236956,0.760593
11,808.841,0.155627,0.528264
12,882.861,0.227516,0.739072
13,956.882,0.270532,0.854241
14,1032.25,0.24,0.713539
15,1106.27,0.23058,0.745626
16,1181.63,0.389847,0.900335
17,1255.65,0.317908,0.881294
18,1331.02,0.436525,0.895407
19,1407.73,0.363209,0.961742
20,1485.79,0.314267,0.922398
27,2063.15,0.717602,0.888286
28,2138.52,0.803771,0.924671
35,2733.37,0.557218,0.962911
36,2814.12,0.613383,0.951282
37,2897.56,0.54667,0.961882
38,2978.31,0.613952,0.974335
39,3061.75,0.680682,0.969399
42,3344.38,1.99693,0.88543
43,3422.43,2.64543,0.924491
47,3827.53,0.861506,0.744512
48,3917.7,1.24786,0.815305
49,4002.48,1.03877,0.960864
50,4092.65,1.46359,0.892253
51,4194.94,0.937224,0.729364
54,4507.17,2.15488,0.9468
56,4726.54,2.17834,0.893312
57,4824.78,1.50489,0.938469
58,4916.3,1.80838,0.926298
59,5019.93,2.02546,0.91641
64,5593.25,3.23393,0.934218
65,5692.84,3.53367,0.947506
66,5792.43,3.3517,0.868633
76,7005.02,2.87296,0.771339
