partial,f,sigma,r2
1,52.4872,0.227509,0.834852
2,103.629,0.242257,0.923239
3,154.77,0.291039,0.843216
4,207.257,0.218194,0.733972
8,414.514,0.148519,0.780576
9,467.001,0.225453,0.742921
10,519.489,0.188978,0.769918
11,570.63,0.191007,0.721099
12,623.117,0.194177,0.744561
13,675.604,0.284164,0.857017
14,728.091,0.242005,0.805706
15,780.579,0.225543,0.719111
16,834.412,0.239827,0.870575
17,886.899,0.183117,0.646436
18,939.386,0.260017,0.832762
19,991.873,0.303304,0.862227
20,1047.05,0.243084,0.847427
21,1102.23,0.305154,0.843175
26,1403.7,0.666793,0.942879
27,1441.38,12.1403,0.959763
28,1508.67,0.718889,0.930481
31,1697.09,0.522721,0.938151
32,1754.96,0.497986,0.974431
33,1811.48,0.445818,0.939484
34,1869.35,0.439884,0.943575
35,1925.88,0.497416,0.958932
36,1979.71,0.52252,0.980858
37,2037.58,0.481435,0.991635
38,2098.14,0.571527,0.980088
39,2161.4,0.659826,0.670876
41,2305.4,0.786397,0.974447
43,2444.02,0.681394,0.95661
44,2504.58,0.734311,0.98034
45,2569.18,0.76865,0.974951
46,2625.71,0.960296,0.993791
48,2752.21,0.829549,0.987195
52,3056.37,1.2902,0.952308
53,3119.62,1.21075,0.906696
54,3184.22,1.58119,0.888901
55,3247.48,1.73601,0.929971
56,3320.15,1.2583,0.871495
60,3640.46,1.50832,0.911991
61,3717.17,1.38862,0.947295
62,3784.46,1.58213,0.861541
63,3853.1,2.06144,0.926995
65,4017.29,2.03176,0.945194
66,4116.88,2.45008,0.852706
67,4186.86,2.08799,0.937216
68,4256.85,1.91597,0.93418
69,4344.32,2.79186,0.952131
72,4616.18,2.25443,0.948014
73,4688.85,3.06429,0.915847
74,4764.22,3.52882,0.946815
75,4857.08,3.15588,0.898386
77,5044.15,4.12456,0.95667
78,5139.71,3.399,0.91366
79,5216.42,4.57842,0.918386
80,5318.7,4.37349,0.934149
81,5398.1,3.16505,0.910615
83,5608.05,4.74537,0.931601
84,5687.46,4.15246,0.880732
85,5800.51,4.81812,0.933573
86,5882.6,4.81771,0.935768
88,6095.24,4.10603,0.911254
89,6180.03,5.75712,0.926746
90,6301.15,5.23661,0.922707
91,6385.94,3.0592,0.83143
92,6482.84,3.79508,0.913751
