partial,f,sigma,r2
1,61.908,0.277384,0.86593
2,123.816,0.306054,0.916938
3,184.378,0.31751,0.89371
4,246.286,0.209847,0.72701
5,308.194,0.221912,0.767879
6,370.102,0.16048,0.569509
8,493.918,0.12069,0.502373
9,555.826,0.1979,0.760656
10,617.734,0.215125,0.857902
12,742.896,0.178392,0.717524
13,804.803,0.2505,0.695844
14,866.711,0.19374,0.74293
15,929.965,0.214987,0.685276
16,993.219,0.236755,0.825555
17,1056.47,0.275255,0.877755
18,1119.73,0.231819,0.821234
19,1182.98,0.315914,0.894083
20,1247.58,0.282237,0.793108
21,1312.18,0.38302,0.958545
27,1734.77,0.495754,0.963277
34,2227.34,0.433043,0.945108
35,2295.98,0.466335,0.965982
36,2364.61,0.505964,0.964507
37,2433.25,0.563103,0.932692
38,2503.23,0.622529,0.980268
39,2571.87,0.557113,0.953281
46,3139.81,0.782226,0.92781
48,3287.85,0.794534,0.969567
49,3365.91,0.75591,0.907477
50,3437.24,0.812558,0.958955
51,3524.72,1.33492,0.847207
54,3788.5,1.64601,0.906048
56,3972.88,0.975649,0.958664
57,4054.97,1.07451,0.961278
58,4130.34,1.09063,0.953679
59,4225.89,1.19929,0.97742
63,4612.14,1.66011,0.960313
64,4700.97,2.25628,0.942234
65,4783.06,1.92034,0.881152
66,4873.23,1.60669,0.959872
68,5069.72,1.72457,0.959336
70,5291.78,2.63417,0.928293
71,5379.26,2.82247,0.915747
72,5468.09,3.13488,0.927998
73,5570.37,2.88591,0.841752
80,6309.23,3.96919,0.849656
91,7605.26,4.41565,0.815216
