partial,f,sigma,r2
1,48.4497,0.272394,0.808147
2,98.2452,0.263207,0.829894
3,146.695,0.255717,0.877413
4,195.145,0.231626,0.897498
5,244.94,0.209515,0.825917
7,341.84,0.22292,0.791755
8,391.635,0.236633,0.934498
9,440.085,0.157623,0.827394
10,489.88,0.337463,0.852598
11,539.676,0.147494,0.677429
12,588.126,0.214324,0.620564
13,637.921,0.257489,0.754016
14,687.717,0.21275,0.904162
15,737.512,0.214345,0.799139
16,787.308,0.227624,0.768673
17,837.103,0.211753,0.622892
18,886.899,0.238538,0.780724
19,936.694,0.276677,0.822094
20,987.836,0.302694,0.764807
21,1038.98,0.236531,0.697796
22,1091.46,0.302203,0.883187
23,1143.95,0.237023,0.741825
25,1274.5,0.74723,0.875506
26,1325.64,0.748548,0.856447
27,1375.43,0.628717,0.914873
28,1425.23,0.665032,0.846853
29,1475.02,0.565281,0.865389
32,1658.06,0.471034,0.968639
33,1713.24,0.435318,0.931092
34,1767.07,0.568387,0.946319
35,1819.56,0.484615,0.950491
36,1874.73,0.503676,0.945778
37,1928.57,0.543866,0.944178
38,1983.75,0.489138,0.979337
39,2038.93,0.550906,0.969915
41,2177.55,0.789851,0.936971
43,2279.83,0.719118,0.914069
45,2431.91,0.775633,0.951869
46,2488.43,0.692229,0.939872
48,2604.17,0.83511,0.969764
49,2664.73,0.728477,0.927827
50,2725.3,1.0216,0.998294
54,3002.54,1.5111,0.886491
55,3083.29,1.40753,0.921355
56,3146.54,1.27946,0.920188
57,3207.1,1.11932,0.961078
58,3271.7,1.25194,0.963359
59,3361.87,1.26393,0.961677
60,3426.47,1.37987,0.809655
62,3587.97,1.49747,0.937907
63,3657.95,1.3284,0.92196
64,3719.86,2.15808,0.954289
65,3801.96,1.90569,0.866787
66,3859.83,1.70886,0.914988
67,3966.15,2.18456,0.92059
68,4032.09,1.95567,0.962528
70,4196.28,3.05751,0.973577
71,4260.88,2.59594,0.97489
72,4336.25,3.16461,0.901385
74,4521.97,2.67851,0.937285
75,4578.5,1.851,0.853603
76,4687.51,3.40797,0.925237
77,4760.18,3.26456,0.901388
78,4834.2,3.74661,0.938068
82,5208.34,4.92154,0.968714
83,5294.48,4.50385,0.882034
84,5377.92,5.66814,0.961282
85,5450.59,3.72207,0.906137
96,6513.79,6.01597,0.912132
