partial,f,sigma,r2,fittedFrameCount
1,196.49,0.218672,0.924447,1270
2,391.635,0.50054,0.961672,843
4,784.616,0.356026,0.894784,1263
5,982.452,0.293387,0.946485,1265
6,1180.29,0.240318,0.861209,1266
7,1378.12,0.212125,0.800783,1266
8,1577.31,0.253621,0.877281,1264
9,1777.84,0.355668,0.911759,1258
10,1979.71,0.316078,0.887479,1260
11,2184.27,0.281969,0.969401,1263
12,2388.84,0.673755,0.900364,584
13,2594.75,0.409644,0.874568,945
14,2803.35,0.365873,0.800501,935
16,3011.96,0.388994,0.913179,1287
18,3224.6,0.463094,0.827585,1064
19,3873.28,0.670355,0.853199,667
22,4094,0.663619,0.849396,680
24,4317.41,1.02519,0.714002,576
25,5002.43,1.35813,0.921395,402
28,5473.47,1.94655,0.886636,564
30,5959.31,3.25818,0.891291,335
