partial,f,sigma,r2,fittedFrameCount
1,45.7581,0.198427,0.797185,1706
2,92.8619,0.156676,0.911077,1704
3,138.62,0.190171,0.957406,1700
4,184.378,0.158175,0.648004,1701
5,230.136,0.145876,0.827792,1706
8,368.756,0.171188,0.739803,1707
9,415.86,0.168708,0.630373,1702
10,461.618,0.220567,0.780882,1702
11,508.722,0.172648,0.625152,1702
13,601.584,0.127056,0.640744,1701
14,648.688,0.156628,0.696281,1700
15,695.792,0.122556,0.639008,1702
16,742.896,0.142729,0.661627,1699
19,885.553,0.193426,0.818744,1699
20,932.657,0.170806,0.603887,1698
21,981.107,0.190214,0.74462,1689
22,1029.56,0.176984,0.756862,1695
27,1297.38,1.02885,0.937955,454
33,1619.03,0.429844,0.96801,1170
34,1670.17,0.494428,0.928499,999
35,1722.66,0.496693,0.895625,985
36,1773.8,0.471606,0.850734,892
37,1824.94,0.526998,0.971229,965
38,1876.08,0.539896,0.950207,957
39,1928.57,0.582373,0.931707,874
41,2056.42,0.874089,0.833151,537
50,2581.29,1.03107,0.92055,443
51,2639.16,0.891545,0.984206,531
59,2695.69,0.992519,0.955283,458
60,2811.43,1.54914,0.973451,320
62,3289.2,1.71277,0.938519,606
69,3944.61,1.92056,0.884808,554
79,4602.72,0.930366,0.730492,783
