partial,f,sigma,r2,fittedFrameCount
1,123.816,0.251658,0.978048,1693
2,246.286,0.171245,0.864252,1699
3,370.102,0.335659,0.910435,1081
4,493.918,0.197181,0.90796,1698
5,617.734,0.159266,0.828764,1692
6,741.55,0.19002,0.812222,1513
8,990.527,0.14883,0.830551,1699
9,1114.34,0.171111,0.713046,1694
11,1366.01,0.128441,0.786122,1696
23,2781.82,0.359287,0.921648,1171
25,2915.06,0.337823,0.952712,1214
26,3184.22,0.373437,0.920794,1219
28,3320.15,0.384296,0.910831,1239
29,4013.25,0.546769,0.877768,848
34,5033.39,1.27581,0.735533,450
41,5184.12,1.99314,0.883947,468
42,5334.85,2.08574,0.879408,475
43,5957.97,2.33007,0.905484,451
46,6116.78,2.20897,0.848015,481
