partial,f,sigma,r2,fittedFrameCount
1,110.358,0.144854,0.87963,1700
2,219.37,0.29437,0.961726,1683
3,329.727,0.201096,0.970437,1696
4,440.085,0.163488,0.6524,1691
5,550.443,0.186833,0.893789,1700
6,660.8,0.163789,0.867721,1702
8,881.516,0.135062,0.68466,1699
9,991.873,0.130971,0.721284,1698
10,1103.58,0.173333,0.691425,1698
11,1216.63,0.23852,0.832518,1680
12,1331.02,0.208928,0.842045,1699
23,2701.07,0.225882,0.737314,1323
24,2819.5,0.650989,0.949524,657
26,2939.28,0.29313,0.850871,1214
29,3059.06,0.306727,0.819934,1340
30,3422.43,0.524693,0.83457,1034
33,3544.9,0.551669,0.90879,952
34,3668.72,0.81261,0.816198,940
35,4044.2,0.69581,0.776219,588
36,5223.15,1.26292,0.909889,410
46,5497.7,1.35189,0.824949,745
48,5636.32,0.692701,0.668075,1058
