partial,f,sigma,r2,fittedFrameCount
1,146.695,0.177068,0.833057,1271
2,293.39,0.179251,0.84456,1272
3,440.085,0.189148,0.779534,1270
4,586.78,0.34932,0.90993,1263
5,734.821,0.197286,0.817332,1271
6,882.861,0.255345,0.838042,1269
7,1030.9,0.303318,0.854736,1254
8,1178.94,0.258564,0.824916,1268
9,1326.98,0.237948,0.789662,1250
10,1477.72,0.223399,0.655039,1269
11,1627.1,0.216736,0.913505,1269
12,1781.87,0.244187,0.891479,1262
20,2701.07,0.309948,0.688631,1142
21,3017.34,0.360702,0.899049,1289
23,3176.15,0.36354,0.790025,1290
24,3500.49,0.497694,0.912821,945
26,3661.99,0.496015,0.931382,1078
27,3994.41,0.559813,0.871416,833
30,4851.7,1.26544,0.760274,546
35,5026.66,1.45823,0.877835,710
36,5937.78,2.34287,0.73205,338
41,6124.85,2.50501,0.890615,462
