partial,f,sigma,r2,fittedFrameCount
1,68.6371,0.213778,0.915214,1696
2,138.62,0.210394,0.846992,1697
3,207.257,0.152671,0.879332,1700
4,277.24,0.162681,0.852277,1701
5,345.877,0.128892,0.723128,1703
6,415.86,0.204631,0.922902,1701
8,554.48,0.174577,0.800965,1701
10,693.1,0.154385,0.714827,1699
11,763.083,0.173725,0.843129,1690
13,903.049,0.180206,0.735221,1695
14,973.032,0.148298,0.655559,1696
15,1044.36,0.189451,0.750435,1696
16,1114.34,0.20348,0.765731,1693
17,1185.67,0.17397,0.851452,1687
18,1255.65,0.207704,0.751808,1329
19,1328.33,0.309739,0.833095,1325
34,2499.2,0.515275,0.897208,782
35,2575.91,0.5727,0.917743,818
36,2652.62,0.471008,0.915538,956
37,2727.99,0.750352,0.960451,648
38,2806.05,0.545534,0.830787,594
44,3197.68,1.06186,0.844372,727
49,3277.08,1.09155,0.90359,966
50,3933.85,1.34108,0.88689,828
58,4017.29,0.640967,0.7119,1239
