partial,f,sigma,r2,fittedFrameCount
1,26.9165,0.217502,0.97813,1703
2,55.1788,0.232813,0.980296,1694
3,82.0953,0.193086,0.958515,1701
4,109.012,0.135359,0.85437,1703
5,135.928,0.13798,0.866695,1705
6,164.191,0.133917,0.840964,1703
7,191.107,0.104402,0.686695,1705
8,219.37,0.117721,0.799701,1705
9,246.286,0.109121,0.663692,1705
10,274.548,0.121603,0.77544,1704
11,302.811,0.125875,0.804039,1705
12,331.073,0.125976,0.821766,1704
13,357.99,0.16664,0.949402,1703
14,386.252,0.175587,0.948162,1703
15,415.86,0.15341,0.905128,1703
16,444.122,0.175275,0.947637,1702
17,472.385,0.171891,0.871536,1566
18,501.993,0.178045,0.94139,1700
19,530.255,0.184483,0.937617,1699
20,559.863,0.202899,0.953215,1695
21,589.471,0.201116,0.959491,1700
22,619.08,0.226497,0.96803,1695
23,650.034,0.225235,0.96473,1696
24,679.642,0.267947,0.984515,1700
25,710.596,0.25448,0.982087,1698
26,741.55,0.244217,0.982377,1689
27,772.504,0.282855,0.992049,1686
28,803.458,0.282688,0.990076,1684
29,835.757,0.347282,0.996534,1574
30,866.711,0.360071,0.989909,1485
31,899.011,0.375288,0.990033,1412
32,931.311,0.413592,0.993952,1306
33,964.957,0.442754,0.995493,1264
34,998.602,0.460454,0.993679,1171
35,1030.9,0.458975,0.985605,1245
36,1064.55,0.490269,0.994047,1165
37,1096.85,0.522896,0.996857,1110
38,1130.49,0.653617,0.993173,872
40,1172.21,0.612493,0.970542,880
41,1205.86,0.639701,0.98428,812
42,1240.85,0.716751,0.990972,782
43,1275.84,0.809182,0.992953,706
44,1312.18,0.818921,0.983421,668
45,1349.86,1.08484,0.965807,582
46,1387.55,1.01634,0.963076,518
47,1425.23,1.05103,0.998878,557
48,1462.91,1.19347,0.995122,491
49,1500.6,1.25747,0.993216,445
50,1539.62,1.2489,0.984527,423
51,1580,1.27699,0.99276,446
52,1620.37,1.31417,0.989249,446
53,1659.4,1.46165,0.987881,388
54,1699.78,1.41152,0.986273,388
56,1775.14,1.71489,0.999047,348
61,1956.83,1.78699,0.977783,350
62,1999.9,2.39051,0.996583,219
64,2088.72,2.63904,0.998434,222
65,2135.82,2.51488,0.993034,223
66,2178.89,2.46284,0.997193,230
67,2227.34,2.38442,0.9734,197
75,2567.83,3.50847,0.968532,142
76,2618.98,3.25221,0.96003,138
77,2666.08,3.01657,0.958417,155
87,2989.08,4.26959,0.952014,141
94,3102.13,0.464122,0.734679,1175
96,3155.96,0.441685,0.742714,1173
