partial,f,sigma,r2,fittedFrameCount
1,43.0664,0.161249,0.893321,1709
2,87.4786,0.199575,0.926748,1700
3,130.545,0.134638,0.718248,1704
4,173.611,0.262612,0.932382,1701
6,261.09,0.168496,0.713072,1701
7,305.502,0.167316,0.862503,1696
8,348.569,0.138258,0.71246,1702
9,392.981,0.159794,0.713707,1699
10,436.047,0.152883,0.693712,1701
11,480.46,0.179075,0.708752,1701
12,523.526,0.156724,0.63621,1700
13,567.938,0.165416,0.649951,1695
15,656.763,0.127319,0.622431,1695
17,745.587,0.176196,0.728452,1605
18,789.999,0.150165,0.68167,1702
19,835.757,0.152443,0.659587,1702
20,880.17,0.244771,0.936851,1699
21,925.928,0.167995,0.698907,1694
22,971.686,0.18373,0.719921,1695
23,1018.79,0.188746,0.740662,1697
25,1135.88,1.34668,0.945126,363
28,1257,1.35985,0.626786,178
34,1580,0.418345,0.939609,1209
35,1628.45,0.430788,0.971651,1283
36,1678.24,0.458955,0.942941,942
37,1726.69,0.545206,0.876882,843
38,1776.49,0.476296,0.904019,1012
39,1826.28,0.494261,0.962843,935
40,1876.08,0.519334,0.915111,817
41,1927.22,0.559196,0.948514,909
42,1977.02,0.542471,0.885531,858
49,2395.57,0.68149,0.936516,628
50,2448.06,0.778383,0.935249,606
52,2558.41,1.07372,0.963288,514
53,2613.59,1.21804,0.929391,438
54,2668.77,0.992599,0.884183,389
60,3135.77,1.55948,0.943465,393
70,3614.89,1.88517,0.913231,600
78,4390.08,2.86013,0.938569,392
89,4966.09,0.887924,0.627263,740
