partial,f,sigma,r2,fittedFrameCount
1,28.2623,0.199861,0.966879,1709
2,57.8705,0.219451,0.981168,1702
3,86.1328,0.173168,0.955288,1703
4,115.741,0.152095,0.933052,1704
5,145.349,0.15647,0.937889,1705
6,173.611,0.117367,0.769199,1706
7,203.22,0.098443,0.638885,1706
8,232.828,0.106208,0.85854,1652
9,261.09,0.104968,0.703886,1706
10,290.698,0.152439,0.929875,1705
11,320.306,0.106431,0.681632,1706
12,349.915,0.128716,0.831223,1700
13,380.869,0.160832,0.939502,1704
14,410.477,0.125088,0.779474,1703
15,440.085,0.175869,0.947096,1703
16,465.656,0.163662,0.931222,1656
17,501.993,0.162403,0.918754,1703
18,532.947,0.200664,0.970552,1700
19,563.901,0.179466,0.936301,1699
20,594.855,0.217507,0.978147,1699
21,625.809,0.194104,0.876849,1697
22,658.109,0.226916,0.970235,1695
23,690.408,0.218525,0.959743,1693
24,721.362,0.224996,0.971675,1696
25,753.662,0.242753,0.979966,1688
26,787.308,0.260099,0.989051,1690
27,820.953,0.276803,0.991087,1684
28,854.599,0.291245,0.986089,1678
29,888.245,0.337127,0.993259,1633
30,921.89,0.323949,0.993696,1659
31,956.882,0.346298,0.998034,1600
32,990.527,0.407665,0.991002,1326
37,1137.22,0.549094,0.992382,975
38,1172.21,0.537458,0.986083,1036
39,1207.21,0.556382,0.986029,955
40,1244.89,0.613637,0.986161,896
41,1282.57,0.652642,0.989924,906
42,1320.25,0.728423,0.969312,707
43,1359.28,0.968194,0.94679,557
44,1398.31,0.825433,0.95342,651
45,1437.34,0.84742,0.990194,665
46,1477.72,0.904817,0.999376,648
47,1518.09,0.933489,0.98433,617
48,1559.81,0.928237,0.979418,602
49,1600.19,1.14179,0.99373,543
55,1816.86,1.38949,0.977424,390
56,1858.58,1.3538,0.986158,414
57,1904.34,1.50778,0.974179,337
58,1950.1,1.51428,0.987767,366
59,1994.51,1.4348,0.945719,382
61,2088.72,1.70744,0.972861,287
62,2135.82,1.8883,0.987624,294
68,2382.11,2.26102,0.981886,229
72,2588.02,2.61828,0.99872,210
76,2793.93,3.48812,0.975908,164
86,3030.8,0.288467,0.63219,1720
91,3084.63,0.283136,0.636822,1721
92,3262.28,0.260787,0.640304,1721
96,3386.1,0.257362,0.627701,1721
