partial,f,sigma,r2,fittedFrameCount
1,138.62,0.176376,0.809789,1271
2,277.24,0.199383,0.857375,1271
3,415.86,0.216837,0.927053,1270
4,554.48,0.250436,0.943193,1270
5,693.1,0.15755,0.788951,1273
6,833.066,0.22069,0.895474,1271
7,971.686,0.302393,0.754633,1059
8,1111.65,0.232488,0.92131,1267
9,1252.96,0.290279,0.943388,1263
10,1392.93,0.191811,0.685755,1264
11,1535.59,0.23067,0.78131,1266
21,2691.65,0.298921,0.853917,1241
22,3139.81,0.355721,0.940629,1283
25,3291.89,0.396698,0.943615,1283
26,3910.97,0.466796,0.809656,897
31,4390.08,0.540835,0.742907,722
34,4551.58,0.795733,0.782153,520
35,5387.34,1.56036,0.733557,388
39,5559.6,2.26561,0.880572,444
40,5908.17,2.69918,0.902921,385
42,6813.91,1.68958,0.741283,507
