partial,f,sigma,r2,fittedFrameCount
1,36.3373,0.176999,0.964548,1709
2,72.6746,0.155989,0.919545,1704
3,109.012,0.125092,0.836744,1705
4,146.695,0.134991,0.879938,1706
5,183.032,0.12758,0.837695,1706
6,219.37,0.108194,0.725159,1706
7,255.707,0.124589,0.880164,1706
8,292.044,0.134377,0.895425,1706
9,329.727,0.0995985,0.647995,1705
10,366.064,0.10068,0.640722,1706
11,403.748,0.111249,0.747088,1705
12,440.085,0.127401,0.770764,1705
13,477.768,0.186067,0.947432,1704
14,514.105,0.164811,0.933516,1703
15,551.788,0.169257,0.908894,1703
16,589.471,0.168703,0.931966,1706
17,627.155,0.187697,0.946373,1706
18,664.838,0.199546,0.943305,1703
19,702.521,0.20182,0.940953,1690
20,740.204,0.187575,0.932955,1702
21,777.887,0.218148,0.975316,1698
22,816.916,0.215519,0.974232,1701
23,854.599,0.223499,0.948481,1699
24,893.628,0.263565,0.981078,1705
25,934.003,0.282547,0.985543,1704
27,1028.21,2.95841,0.958038,167
33,1287.95,0.480455,0.991418,1165
34,1331.02,0.47754,0.971734,1124
35,1371.4,0.60851,0.94752,1021
36,1413.12,0.524645,0.976554,1015
37,1454.84,0.554426,0.988804,1065
38,1496.56,0.543619,0.99201,1040
39,1540.97,0.504173,0.968067,883
40,1581.34,0.626717,0.985741,864
41,1624.41,0.647414,0.986022,895
42,1667.48,0.657217,0.988975,869
43,1710.54,0.69368,0.977458,803
44,1753.61,0.755306,0.963805,729
45,1799.37,0.76779,0.971973,741
50,2057.77,2.81247,0.977774,218
51,2112.95,0.971535,0.989838,602
52,2160.05,1.10588,0.985629,515
53,2207.15,0.995101,0.991728,542
54,2254.26,1.12266,0.966936,477
60,2570.53,1.37677,0.989539,400
69,3084.63,0.668314,0.75955,1161
79,3170.76,0.544262,0.738258,1203
92,4628.29,0.435944,0.689516,1338
