partial,f,sigma,r2,fittedFrameCount
1,98.2452,0.245028,0.977577,1693
2,195.145,0.224879,0.977568,1693
3,293.39,0.133616,0.711561,1698
4,391.635,0.247055,0.982478,1694
5,489.88,0.160123,0.845564,1700
6,588.126,0.162009,0.874535,1701
7,686.371,0.107029,0.623648,1702
8,784.616,0.207776,0.904135,1698
9,884.207,0.24087,0.832304,1686
11,1082.04,0.162467,0.739396,1701
12,1181.63,0.139495,0.622188,1696
13,1281.23,0.15068,0.607975,1696
14,1380.82,0.186679,0.787664,1686
15,1481.75,0.198861,0.831456,1691
16,1581.34,0.25939,0.966868,1683
17,1682.28,0.244971,0.923645,1683
18,1784.56,0.260058,0.88519,1449
19,1886.85,0.231557,0.82113,1681
20,1989.13,0.149462,0.627412,1698
21,2091.41,0.222621,0.816109,1682
22,2195.04,0.273724,0.837888,1545
23,2300.02,0.210782,0.669732,1346
30,2612.25,0.271384,0.768687,1193
32,3040.22,0.386996,0.909014,1302
35,3147.89,0.476956,0.898911,1064
36,3927.12,0.694278,0.881104,720
44,4042.86,0.893092,0.748315,662
45,4626.95,1.03034,0.817905,945
50,4990.32,1.32071,0.858869,834
53,5612.09,0.603905,0.632082,1132
