partial,f,sigma,r2,fittedFrameCount
1,72.6746,0.180177,0.958481,1698
2,146.695,0.209764,0.92847,1696
3,219.37,0.211675,0.731746,1701
4,293.39,0.208868,0.970699,1694
5,366.064,0.184086,0.901624,1698
6,440.085,0.151655,0.784647,1695
7,514.105,0.184159,0.696101,1696
8,586.78,0.141765,0.798068,1700
9,660.8,0.171842,0.779472,1699
10,734.821,0.167339,0.776438,1697
11,808.841,0.148057,0.729429,1700
12,882.861,0.151487,0.709205,1697
13,956.882,0.141347,0.705308,1695
14,1032.25,0.181398,0.696218,1697
15,1106.27,0.155517,0.67476,1696
16,1181.63,0.252609,0.850685,1694
17,1255.65,0.262566,0.906172,1687
18,1331.02,0.269631,0.748705,1297
19,1407.73,0.19267,0.813993,1696
35,2733.37,0.634423,0.942996,768
36,2815.47,0.578103,0.942968,724
37,2896.22,0.540467,0.917435,865
38,2979.66,0.598198,0.914126,811
44,3060.41,0.744395,0.840505,814
45,3313.42,0.787455,0.85086,1253
48,3398.21,0.741603,0.846722,1227
49,3653.92,0.753748,0.813369,1222
52,4002.48,0.984419,0.772015,914
56,5005.12,1.07,0.689754,824
