partial,f,sigma,r2,fittedFrameCount
1,123.816,0.251345,0.922268,1267
4,493.918,0.21443,0.761837,1272
6,741.55,0.222158,0.732172,1269
7,865.366,0.238904,0.710825,1268
8,990.527,0.254448,0.768402,1259
9,1114.34,0.222772,0.813555,1265
10,1239.51,0.287226,0.896647,1259
11,1366.01,0.384489,0.939976,1246
12,1496.56,0.390544,0.921048,1190
21,2730.68,0.879648,0.905432,536
23,2781.82,0.872232,0.956491,580
25,2915.06,0.857092,0.949676,527
26,3049.64,0.752704,0.972394,893
27,3731.97,1.01516,0.940913,668
32,3873.28,0.994984,0.967416,651
33,5033.39,2.04463,0.95788,312
41,5184.12,2.08939,0.917829,287
42,5957.97,2.53765,0.907333,244
46,6439.77,4.12992,0.878207,228
49,7279.57,4.23721,0.905965,270
54,7451.83,2.65554,0.767336,375
