partial,f,sigma,r2,fittedFrameCount
1,130.545,0.356746,0.919277,1009
2,261.09,0.282462,0.862023,1011
3,391.635,0.284338,0.87621,1008
4,523.526,0.46832,0.939999,1002
5,654.071,0.296208,0.818387,1013
7,917.853,0.254884,0.61799,1011
8,1049.74,0.434801,0.896324,1009
9,1181.63,0.458601,0.877296,999
10,1314.87,0.334716,0.775168,1001
11,1448.11,0.498609,0.913746,991
12,1585.38,0.355319,0.767232,853
22,2674.15,0.668428,0.940588,696
23,3096.74,0.756939,0.968498,1026
26,3675.45,1.16711,0.965045,569
30,3972.88,1.00891,0.932982,632
32,4275.69,1.24433,0.935011,564
34,4890.73,1.63367,0.891018,346
38,5211.04,2.14319,0.952921,309
40,5532.69,2.38819,0.923584,263
42,6544.75,2.90576,0.910109,214
48,6715.67,4.67339,0.907259,203
49,7984.78,5.57397,0.856427,155
55,9155.65,1.75237,0.553155,408
