partial,f,sigma,r2,fittedFrameCount
1,110.358,0.308035,0.902035,1259
2,219.37,0.258283,0.792478,1258
4,440.085,0.215965,0.658639,1266
5,550.443,0.250859,0.779461,1269
6,660.8,0.174607,0.777433,1265
7,771.158,0.216772,0.735127,1269
8,881.516,0.195168,0.637315,1270
9,991.873,0.274056,0.825694,1267
10,1103.58,0.262484,0.782122,1270
11,1216.63,0.288083,0.784332,1248
12,1331.02,0.385158,0.903659,1202
23,2702.42,0.68253,0.969112,770
26,2939.28,0.628541,0.941138,758
29,3059.06,0.718935,0.960626,900
30,3422.43,1.03941,0.949776,655
33,3544.9,1.1275,0.981006,641
34,4299.91,1.1488,0.926137,505
40,4429.11,1.33277,0.933219,478
41,4820.75,1.99038,0.933164,336
43,5497.7,2.15438,0.906314,314
48,5636.32,2.27472,0.928631,262
49,6348.26,3.96638,0.899101,269
53,7240.54,2.87761,0.832259,366
58,8506.96,4.65749,0.840864,143
