partial,f,sigma,r2,fittedFrameCount
1,45.7581,0.258085,0.956376,1272
2,91.5161,0.272667,0.935185,1272
3,138.62,0.252902,0.947467,1270
4,184.378,0.263795,0.841856,1272
5,230.136,0.233819,0.849564,1272
6,277.24,0.294016,0.889977,1227
9,415.86,0.201599,0.869363,1273
10,461.618,0.20903,0.696409,1271
11,508.722,0.170777,0.764995,1274
12,555.826,0.261157,0.793556,1269
13,601.584,0.219225,0.6922,1269
14,648.688,0.262372,0.754114,1267
16,742.896,0.179212,0.611715,1272
18,837.103,0.259132,0.841504,1268
19,885.553,0.256203,0.759452,1270
20,932.657,0.303315,0.887647,1261
21,981.107,0.381271,0.903263,1264
22,1029.56,0.183725,0.616861,1273
23,1079.35,0.290409,0.842917,1267
25,1204.51,1.14361,0.842049,465
26,1250.27,0.824476,0.870292,603
27,1297.38,0.764323,0.910651,658
28,1344.48,0.659899,0.89613,651
29,1391.58,0.921932,0.940069,455
33,1619.03,0.601806,0.927718,830
34,1670.17,0.588558,0.920591,838
35,1722.66,0.556615,0.913329,909
36,1773.8,0.566154,0.938157,963
37,1824.94,0.515238,0.978936,1032
38,1877.43,0.542495,0.949664,922
39,1929.91,0.554619,0.953184,843
40,1982.4,0.623637,0.951223,820
41,2056.42,0.755751,0.955187,711
42,2104.87,0.818866,0.958101,607
47,2414.41,0.866855,0.959043,543
48,2469.59,0.683901,0.912107,682
49,2526.11,0.881111,0.966807,586
50,2581.29,0.942972,0.982013,602
51,2639.16,0.897757,0.961475,473
52,2697.03,0.960784,0.954575,559
60,2753.56,1.12283,0.996461,551
61,3229.98,1.12551,0.956951,571
68,3289.2,1.2084,0.979429,580
69,3793.88,1.83274,0.958588,370
71,4604.07,3.02909,0.973394,230
89,5918.94,2.86875,0.921992,225
