partial,f,sigma,r2,fittedFrameCount
1,117.087,0.247556,0.880506,1264
3,349.915,0.316165,0.739098,950
4,465.656,0.256619,0.740551,1266
5,582.742,0.22354,0.662877,1265
6,699.829,0.182911,0.67629,1270
7,816.916,0.249692,0.864702,1264
8,934.003,0.225621,0.793283,1269
9,1052.44,0.289258,0.888235,1261
10,1169.52,0.398081,0.918497,1249
11,1289.3,0.310798,0.768045,1257
12,1411.77,0.414771,0.96286,1270
20,2457.48,1.04951,0.899977,417
24,2995.81,0.906568,0.916556,575
25,2744.14,0.689845,0.961331,713
28,3508.57,1.20959,0.964616,542
32,3771,1.06334,0.963368,624
34,4719.81,1.64489,0.949461,388
41,5001.09,1.88963,0.924161,310
43,5874.53,2.52068,0.926788,252
48,6175.99,3.738,0.889037,252
50,7114.03,3.93381,0.860878,179
55,7762.72,1.47409,0.623488,521
58,7936.33,2.00765,0.67901,429
59,8099.18,3.75713,0.837926,286
