partial,f,sigma,r2,fittedFrameCount
5,777.887,0.275156,0.76746,1015
6,935.349,0.309218,0.691468,1007
7,1091.46,0.342664,0.805852,1000
8,1248.93,0.319776,0.766038,1004
9,1406.39,0.383138,0.876105,1006
10,1565.19,0.334253,0.777678,1011
11,1725.35,0.571989,0.997288,980
12,1888.19,0.64552,0.894066,651
19,2861.22,0.85275,0.966039,579
21,3365.91,1.2762,0.960815,532
24,3707.75,1.06478,0.972143,603
26,3881.36,1.16112,0.955204,573
28,4233.97,1.29272,0.975341,521
30,5139.71,2.34146,0.935073,324
35,5326.78,2.23495,0.934149,273
36,6492.26,3.04323,0.900936,201
42,6690.1,4.00222,0.860536,196
43,7734.46,5.73931,0.932546,197
47,7949.79,6.05549,0.922965,190
48,8384.49,5.35281,0.881167,201
