partial,f,sigma,r2,fittedFrameCount
1,32.2998,0.218768,0.936407,1278
2,64.5996,0.200386,0.897419,1213
3,96.8994,0.140156,0.674715,1276
4,130.545,0.18134,0.865947,1276
5,162.845,0.152701,0.799267,1276
6,195.145,0.147516,0.694385,1276
7,227.444,0.17921,0.857033,1268
9,293.39,0.162107,0.797829,1254
10,325.69,0.153157,0.799834,1277
11,359.335,0.14417,0.688867,1275
13,425.281,0.139341,0.617927,1276
15,492.572,0.168961,0.741207,1274
16,526.218,0.165006,0.785646,1274
17,559.863,0.176657,0.715439,1274
18,593.509,0.194636,0.817797,1272
19,627.155,0.163347,0.70936,1274
20,660.8,0.186667,0.771644,1272
21,695.792,0.195535,0.845052,1272
22,729.437,0.206246,0.861511,1272
23,764.429,0.210235,0.83939,1269
24,799.42,0.213003,0.886811,1277
25,834.412,0.234407,0.813188,1269
26,869.403,0.255843,0.933347,1273
27,904.395,0.255111,0.946732,1272
28,940.732,0.28766,0.945648,1155
29,977.069,0.293477,0.962342,1191
30,1013.41,0.306502,0.948023,1266
31,1049.74,0.349973,0.994416,1262
32,1086.08,0.353353,0.991431,1272
33,1123.76,0.366738,0.913106,1279
39,1356.59,0.633373,0.977917,888
41,1460.22,0.903445,0.999907,643
42,1495.21,0.942719,0.998416,562
43,1528.86,1.00447,0.989597,472
46,1667.48,0.648011,0.972332,842
47,1710.54,0.776863,0.954434,708
48,1753.61,0.743287,0.958704,712
49,1795.33,0.891758,0.999679,651
50,1838.4,0.839449,0.950476,640
51,1880.12,0.84898,0.993591,667
52,1924.53,0.873619,0.996468,660
53,1967.6,0.911391,0.988261,660
54,2012.01,0.97248,0.990199,594
55,2056.42,0.976753,0.998728,582
57,2146.59,1.02009,0.987389,522
58,2192.35,1.09773,0.996906,516
59,2238.11,1.05634,0.945988,515
60,2285.21,0.985862,0.955963,527
61,2332.31,1.20402,0.955064,461
62,2380.76,1.16335,0.99289,462
64,2476.32,1.06162,0.988539,517
71,2855.84,1.70793,0.997153,327
74,2773.75,1.54578,0.968958,347
81,3143.85,2.2559,0.931803,279
86,3594.7,3.28799,0.88027,213
87,4285.11,4.04901,0.937753,168
