partial,f,sigma,r2,fittedFrameCount
1,78.0579,0.365966,0.933542,1266
2,154.77,0.30137,0.905279,1266
3,232.828,0.236469,0.718781,1268
4,310.886,0.157123,0.666039,1272
5,388.943,0.185263,0.612291,1272
6,467.001,0.213506,0.6315,1270
7,545.059,0.279753,0.844464,1267
8,623.117,0.253819,0.768844,1269
10,779.233,0.208864,0.74263,1268
11,857.291,0.231221,0.769978,1269
12,936.694,0.254288,0.84105,1267
13,1014.75,0.273015,0.818927,1271
14,1094.16,0.21373,0.748099,1265
15,1173.56,0.381707,0.907455,1090
16,1251.62,0.296353,0.827576,1256
17,1332.37,0.523596,0.955687,999
18,1411.77,0.304135,0.885964,1261
19,1492.52,0.319991,0.90534,1262
20,1574.62,0.306151,0.879198,1259
37,3076.56,0.547273,0.960367,1127
43,3162.69,0.583291,0.946445,986
44,3239.4,0.697334,0.946165,786
45,3517.99,0.953945,0.928157,576
49,3699.67,0.907891,0.929108,595
51,3884.05,1.45079,0.836419,588
53,4321.44,2.2299,0.906632,462
54,5399.45,2.23138,0.778891,279
68,5550.18,1.72503,0.776571,584
