partial,f,sigma,r2,fittedFrameCount
1,92.8619,0.371669,0.962001,1223
2,184.378,0.211389,0.717319,1267
4,370.102,0.279087,0.759739,1267
6,554.48,0.200281,0.651749,1272
7,647.342,0.192565,0.675684,1268
9,834.412,0.26299,0.827414,1267
10,927.274,0.212979,0.700473,1270
11,1021.48,0.320104,0.907128,1269
12,1114.34,0.271251,0.842633,1262
13,1208.55,0.22426,0.738995,1270
14,1302.76,0.277209,0.802622,1263
15,1396.97,0.386022,0.880958,1144
16,1492.52,0.344001,0.858155,1199
17,1586.73,0.442688,0.914333,1257
18,1682.28,0.463249,0.897213,1077
19,1777.84,0.399088,0.930187,1105
20,1874.73,0.443076,0.970411,1265
21,1972.98,0.506474,0.893158,858
22,2071.23,0.521364,0.926064,1026
31,2760.29,0.661515,0.93697,769
34,2946.01,0.671626,0.970231,781
36,3065.79,0.761103,0.915323,804
37,3271.7,0.915242,0.909309,603
39,3906.93,1.64153,0.877379,488
46,4570.42,1.615,0.913031,376
52,4680.78,1.8916,0.849036,376
53,5380.61,1.9624,0.87148,542
59,5497.7,1.84203,0.805729,540
60,6616.08,1.09964,0.607985,660
