partial,f,sigma,r2,fittedFrameCount
2,207.257,0.159486,0.608714,1266
5,519.489,0.198496,0.610664,1260
6,623.117,0.257618,0.843652,1267
7,728.091,0.255384,0.844621,1271
8,831.72,0.236261,0.770223,1270
9,936.694,0.264645,0.707401,1269
10,1041.67,0.229936,0.813153,1269
11,1146.64,0.21221,0.824967,1271
12,1251.62,0.309584,0.863971,1253
13,1357.94,0.314797,0.930582,1266
14,1464.26,0.403321,0.957357,1226
15,1570.58,0.352631,0.878392,1089
16,1676.9,0.415863,0.788756,800
17,1784.56,0.353223,0.919894,1214
18,1892.23,0.420605,0.943053,1185
19,2001.24,0.401558,0.913828,1146
20,2110.25,0.479368,0.869692,832
21,2217.92,0.515623,0.90886,923
22,2328.28,0.54013,0.960881,902
23,2438.64,0.485569,0.973489,1064
24,2550.34,0.628126,0.939757,791
25,2662.04,0.565466,0.865662,741
26,2776.44,0.731625,0.963901,720
28,3114.24,0.763551,0.934611,808
34,3345.72,0.841432,0.934846,691
36,3461.46,1.07936,0.924386,552
37,4550.23,2.10148,0.890751,355
47,4803.25,2.23724,0.823599,335
49,4846.32,2.30958,0.716121,339
50,5058.96,2.84461,0.912204,317
52,5318.7,3.14762,0.927098,324
54,6266.16,2.31338,0.799624,453
