partial,f,sigma,r2,fittedFrameCount
1,82.0953,0.242309,0.912996,1271
2,164.191,0.141349,0.627544,1269
3,247.632,0.346438,0.949894,1266
4,329.727,0.198979,0.766007,1273
5,411.823,0.163332,0.800657,1237
6,493.918,0.263757,0.717143,1267
7,577.359,0.212669,0.828955,1271
8,659.454,0.230157,0.814963,1274
9,742.896,0.268353,0.868385,1267
10,824.991,0.214113,0.724603,1271
11,908.432,0.254989,0.819328,1264
12,991.873,0.270282,0.914608,1267
13,1075.31,0.24626,0.811666,1267
14,1158.76,0.401905,0.833841,1014
15,1243.54,0.271765,0.782516,1261
16,1326.98,0.58267,0.925312,750
17,1411.77,0.280144,0.802992,1148
18,1496.56,0.332412,0.860408,1263
19,1581.34,0.321581,0.907235,1260
35,2625.71,0.511821,0.958903,948
36,2715.88,0.498799,0.953571,950
37,2897.56,0.569567,0.95822,817
39,3266.32,0.684779,0.921366,859
43,3929.81,1.03278,0.912849,512
51,4128.99,1.75488,0.839557,499
53,4223.2,2.01878,0.896206,506
54,4734.61,2.32879,0.894823,385
59,4830.17,2.30956,0.935245,495
60,5699.57,3.05038,0.872315,349
