partial,f,sigma,r2,fittedFrameCount
2,277.24,0.318346,0.824004,1006
3,415.86,0.199871,0.647231,1012
4,554.48,0.259777,0.692238,1012
5,693.1,0.232581,0.732618,1014
6,833.066,0.299106,0.773762,1011
7,971.686,0.384018,0.918532,1006
8,1111.65,0.275974,0.834687,1012
9,1252.96,0.317697,0.809289,1008
10,1392.93,0.333659,0.899833,1014
11,1535.59,0.361962,0.880295,1003
21,2691.65,0.784022,0.958272,650
22,2839.69,0.828628,0.936742,622
23,2989.08,0.820108,0.977125,632
24,3139.81,0.878396,0.964345,819
25,3598.74,1.23605,0.900828,481
28,4228.58,1.2231,0.931395,473
33,4554.27,1.56731,0.869113,358
35,5048.19,3.09032,0.925099,280
38,5733.22,2.73092,0.835393,238
41,6088.51,4.17101,0.904631,238
43,6267.51,1.65191,0.687604,532
