partial,f,sigma,r2,fittedFrameCount
1,164.191,0.321368,0.83929,915
2,329.727,0.25159,0.84131,1013
3,493.918,0.231578,0.786461,1015
4,659.454,0.367097,0.779653,1001
5,824.991,0.257475,0.764499,1012
6,990.527,0.310993,0.907278,1000
8,1324.29,0.422528,0.882091,1006
9,1491.17,0.387083,0.906145,1006
10,1659.4,0.385982,0.863695,832
11,1828.98,0.396377,0.892625,998
12,2001.24,0.383789,0.907289,951
18,2688.96,0.695679,0.934052,641
19,3217.87,0.801905,0.943664,732
22,3945.96,1.05297,0.916729,534
27,4133.03,1.50364,0.941619,407
28,4511.21,1.91632,0.858884,287
30,4700.97,3.13619,0.848516,274
31,5489.62,2.62852,0.845843,277
35,7167.87,3.51812,0.758376,273
43,7297.06,1.56769,0.569757,437
