partial,f,sigma,r2,fittedFrameCount
1,57.8705,0.278033,0.921138,1274
2,115.741,0.213509,0.7535,1272
3,174.957,0.210084,0.733042,1268
4,232.828,0.236393,0.917881,1270
5,290.698,0.166687,0.661745,1274
7,407.785,0.25832,0.875284,1267
8,465.656,0.155568,0.624868,1273
9,523.526,0.278675,0.816696,1273
11,640.613,0.146528,0.62198,1274
12,699.829,0.201813,0.626172,1273
13,757.7,0.186683,0.764274,1273
14,816.916,0.223097,0.741399,1268
16,935.349,0.243373,0.633083,1270
17,994.565,0.19636,0.718567,1270
18,1053.78,0.220786,0.662578,1265
19,1114.34,0.257243,0.79325,1267
20,1176.25,0.330704,0.877464,1260
30,1837.05,0.358992,0.915403,1082
31,1898.96,0.397514,0.961789,1222
32,1960.87,0.378502,0.920195,1261
33,2022.78,0.394686,0.943989,1264
34,2084.68,0.422499,0.95505,1227
35,2149.28,0.413107,0.942435,1197
37,2301.36,4.88839,0.9862,107
41,2593.41,0.576529,0.961108,898
42,2658,0.52699,0.973646,1008
43,2719.91,0.557935,0.960649,888
44,2788.55,0.562399,0.974559,1000
50,3116.93,0.648398,0.964293,922
56,3832.91,1.40734,0.933374,550
65,4021.33,1.10327,0.809768,574
68,4604.07,2.09714,0.943926,508
75,5956.62,3.77302,0.916485,287
