partial,f,sigma,r2,fittedFrameCount
1,39.0289,0.184881,0.861527,1278
2,78.0579,0.16844,0.838566,1275
3,115.741,0.175436,0.854678,1276
4,154.77,0.118362,0.666372,1275
5,193.799,0.161192,0.820939,1275
6,232.828,0.174358,0.843872,1216
7,271.857,0.167538,0.815315,1259
9,349.915,0.146079,0.724853,1277
10,388.943,0.177556,0.835052,1275
11,427.972,0.143887,0.751679,1276
12,467.001,0.221387,0.911444,1273
13,506.03,0.177153,0.842152,1274
14,545.059,0.196771,0.882912,1270
15,585.434,0.233703,0.946788,1271
16,624.463,0.182,0.789933,1273
17,664.838,0.190318,0.796069,1272
18,703.867,0.194078,0.899399,1275
19,744.241,0.207795,0.921297,1272
20,784.616,0.234685,0.925923,1275
21,824.991,0.220069,0.839083,1269
22,865.366,0.235576,0.897282,1269
23,907.086,0.30739,0.980695,1270
24,947.461,0.27632,0.908244,1267
25,990.527,0.315208,0.952649,1264
26,1032.25,0.353095,0.963732,1243
27,1099.54,2.75724,0.962218,203
35,1454.84,0.530982,0.974335,1017
36,1499.25,0.523783,0.96512,1032
37,1545.01,0.585593,0.974482,965
38,1588.07,0.559213,0.984144,986
39,1633.83,0.681626,0.977298,850
40,1678.24,0.64357,0.989608,860
41,1724,0.685867,0.9995,847
42,1769.76,0.748848,0.987632,739
43,1816.86,0.799838,0.994225,706
44,1862.62,0.822222,0.981824,650
45,1909.73,0.847368,0.953665,652
46,1956.83,0.884528,0.972372,630
53,2345.77,1.02549,0.986571,552
54,2396.91,1.20731,0.999411,476
57,2550.34,1.12286,0.979297,451
58,2602.83,1.26373,0.954707,361
59,2653.97,1.17388,0.975484,452
60,2707.8,1.29373,0.961613,361
67,3033.49,1.77469,0.98584,406
74,3302.66,1.9375,0.979403,361
79,3613.54,2.84262,0.879573,257
84,3672.76,3.34386,0.929029,306
85,3857.14,3.35035,0.909573,316
88,4643.1,4.29814,0.886844,259
