partial,f,sigma,r2,fittedFrameCount
1,130.545,0.321501,0.931716,1010
2,261.09,0.211593,0.688325,1013
3,391.635,0.233049,0.787161,1010
4,523.526,0.443608,0.896354,996
5,654.071,0.304718,0.831606,1013
8,1049.74,0.396697,0.902186,1011
9,1181.63,0.482067,0.887967,1000
10,1314.87,0.334732,0.780096,1000
11,1448.11,0.456779,0.899998,996
22,2674.15,0.650082,0.889565,640
23,3096.74,0.744195,0.958709,934
26,3675.45,1.14148,0.929337,509
30,3971.53,0.992709,0.928543,560
32,4275.69,1.35976,0.907387,524
34,4890.73,1.85392,0.823821,292
38,5211.04,2.21948,0.913173,270
40,5532.69,3.35208,0.903205,272
42,6544.75,3.52845,0.891695,328
48,6715.67,1.48678,0.648668,543
