partial,f,sigma,r2,fittedFrameCount
1,117.087,0.18641,0.818015,1270
3,349.915,0.242113,0.840438,1268
4,465.656,0.253114,0.745803,1268
5,582.742,0.199683,0.67412,1270
6,699.829,0.175721,0.673718,1272
7,816.916,0.228002,0.81859,1264
8,934.003,0.218341,0.769036,1271
9,1052.44,0.271373,0.865074,1265
10,1169.52,0.369643,0.907066,1257
11,1289.3,0.317907,0.791708,1260
24,2995.81,0.71316,0.939106,698
25,2744.14,0.713299,0.949848,733
28,3508.57,1.29012,0.93657,488
32,3771,1.02983,0.920748,551
34,4719.81,1.6185,0.836635,327
41,5001.09,2.87627,0.905887,356
43,5874.53,3.64621,0.920066,315
48,6175.99,1.58708,0.706743,576
50,7112.69,1.50282,0.635885,549
