partial,f,sigma,r2,fittedFrameCount
1,65.9454,0.261219,0.819898,1274
2,130.545,0.24528,0.925709,1270
3,196.49,0.199479,0.89181,1274
4,261.09,0.257896,0.74576,1272
5,327.036,0.182061,0.777002,1273
6,391.635,0.196025,0.787741,1275
7,457.581,0.237099,0.8103,1271
9,588.126,0.167055,0.615901,1271
11,720.016,0.264284,0.931477,1268
12,785.962,0.186947,0.717695,1273
15,985.144,0.178448,0.651247,1176
16,1051.09,0.296674,0.863342,1260
17,1118.38,0.228282,0.813051,1273
18,1184.33,0.23658,0.776541,1265
19,1252.96,0.299259,0.811353,1202
20,1321.6,0.306109,0.801367,1104
33,2283.87,0.461338,0.87034,845
34,2356.54,0.523332,0.885532,859
35,2426.52,0.537556,0.956667,1033
36,2499.2,0.627849,0.955362,934
37,2570.53,0.577955,0.909047,872
38,2645.89,0.553111,0.926196,958
44,2715.88,0.626865,0.969654,802
45,3084.63,0.641134,0.965256,992
50,3620.27,0.871019,0.900577,601
57,3701.02,0.858734,0.956148,695
58,4390.08,1.67356,0.875661,433
66,4509.86,1.55588,0.808172,419
68,5270.25,2.02072,0.808061,328
