partial,f,sigma,r2,fittedFrameCount
1,30.954,0.226063,0.951055,1274
2,61.908,0.233288,0.946145,1276
3,91.5161,0.199586,0.896462,1275
4,122.47,0.168021,0.772528,1275
5,153.424,0.1543,0.817109,1276
6,184.378,0.147657,0.665709,1275
11,339.148,0.130106,0.678503,1253
13,402.402,0.151155,0.666837,1275
14,433.356,0.149082,0.734695,1274
15,469.693,0.191912,0.792584,1274
16,497.955,0.168593,0.847075,1277
17,530.255,0.204808,0.895849,1274
18,562.555,0.189189,0.853432,1275
19,593.509,0.21942,0.885183,1272
20,627.155,0.205701,0.894598,1273
21,659.454,0.210561,0.872193,1270
22,693.1,0.226638,0.850453,1268
23,725.4,0.232148,0.893594,1153
24,772.504,0.634161,0.999969,937
25,804.803,0.684543,0.999965,852
27,861.328,0.28195,0.93268,1265
28,896.32,0.290703,0.955161,1270
29,929.965,0.33611,0.959751,1266
30,964.957,0.401388,0.995997,1260
31,999.948,0.433004,0.956261,1230
32,1036.29,0.376303,0.993729,1274
33,1071.28,0.448817,0.994114,1220
34,1108.96,0.464739,0.995472,1222
35,1145.3,0.505795,0.991465,1109
36,1181.63,0.583959,0.965839,941
37,1217.97,0.546384,0.975601,1018
38,1255.65,0.649317,0.990117,881
39,1294.68,0.589366,0.975059,911
40,1332.37,0.655638,0.97965,811
41,1370.05,0.696659,0.988046,816
42,1407.73,0.682723,0.987389,797
43,1449.45,0.722202,0.985279,759
44,1489.83,0.713523,0.969626,748
45,1528.86,0.841235,0.930094,604
46,1569.23,0.888143,0.979653,616
47,1609.61,0.896549,0.997771,674
48,1651.33,0.874379,0.985207,618
49,1694.39,0.912864,0.999155,627
50,1734.77,1.02053,0.989072,560
51,1777.84,1.08932,0.979463,502
52,1820.9,1.25314,0.965351,449
53,1863.97,1.19055,0.930958,453
54,1907.03,1.30912,0.975594,430
55,1950.1,1.39049,0.999142,424
57,2036.23,1.32149,0.997906,401
63,2289.25,1.49937,0.994313,333
64,2349.81,4.28895,0.999856,130
65,2399.61,1.44031,0.999727,394
66,2437.29,1.47088,0.99904,365
68,2550.34,1.53986,0.999425,353
69,2588.02,1.52599,0.999755,373
70,2624.36,2.26301,0.905339,202
71,2675.5,2.15316,0.996263,282
72,2726.64,1.97399,0.99422,279
73,2777.78,2.1795,0.975531,254
74,2832.96,2.25941,0.999238,249
75,2885.45,2.86233,0.999113,204
76,2937.94,1.83929,0.988266,320
77,2994.46,2.77342,0.986281,191
83,3285.16,2.83348,0.995675,311
93,3816.76,3.75648,0.963691,192
