partial,f,sigma,r2,fittedFrameCount
2,465.656,0.326627,0.909883,1007
3,699.829,0.384269,0.949735,1009
4,934.003,0.356395,0.86633,996
5,1169.52,0.372922,0.788485,1001
6,1405.04,0.455262,0.896315,964
7,1641.91,0.546009,0.923038,799
8,1885.5,0.804787,0.966715,598
13,2853.15,1.0311,0.967027,485
14,3606.81,1.43769,0.940475,457
17,4653.86,1.99228,0.974582,340
22,4923.03,2.24928,0.933368,280
23,5197.58,2.767,0.938589,258
24,6042.75,3.5265,0.947428,196
27,6926.96,6.42216,0.912705,153
29,8173.2,6.44098,0.926489,111
33,8505.62,7.6733,0.898361,98
34,8827.27,9.90443,0.959744,108
