partial,f,sigma,r2,fittedFrameCount
1,184.378,0.303585,0.948607,1012
3,554.48,0.202687,0.688095,1014
4,740.204,0.29521,0.668687,995
5,925.928,0.299089,0.904647,1009
6,1113,0.279466,0.759591,1004
7,1300.07,0.375648,0.955023,999
8,1488.48,0.422466,0.87852,1001
9,1678.24,0.450896,0.963383,1006
10,1866.66,0.527485,0.971892,950
11,2057.77,0.62283,0.909395,777
12,2250.22,0.622342,0.961033,801
13,2444.02,0.690775,0.918982,723
14,2639.16,0.739019,0.928762,603
17,3033.49,1.00798,0.94398,633
19,3845.02,1.52157,0.824873,373
24,4263.57,2.49118,0.888666,371
