schema_version,source_dataset,velocity,analysis_window,window_start_s,window_end_s,midi,note,f0_hz,inharmonicity_B,partial_index,partial_frequency_hz,energy_rel_peak_db,energy_rel_fund_db,energy_ratio_to_fund,amplitude_ratio_to_fund,contrast_db,group_partial_count,group_max_partial_index,group_max_partial_frequency_hz,measurement_status
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,24,C1,32.42900390625,0.000116192460883739,42,1494.53887939453,-52.7508515611824,-26.6772733918447,0.00214917935860369,0.0463592424291391,297.793724320345,45,48,1753.61022949219,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,24,C1,32.42900390625,0.000116192460883739,43,1530.20324707031,-58.2811865321197,-32.207608362782,0.000601504891920942,0.0245255966679904,287.301838508683,45,48,1753.61022949219,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,24,C1,32.42900390625,0.000116192460883739,44,1586.05499267578,-38.4660622057693,-12.3924840364316,0.0576436664301599,0.240090954494666,306.292158697703,45,48,1753.61022949219,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,24,C1,32.42900390625,0.000116192460883739,45,1628.44848632813,-28.044896787882,-1.97131861854437,0.635138059960713,0.796955494341254,322.346970557562,45,48,1753.61022949219,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,24,C1,32.42900390625,0.000116192460883739,46,1668.8232421875,-39.7896577130676,-13.7160795437299,0.0425003048910132,0.206156020748881,310.601394258007,45,48,1753.61022949219,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,24,C1,32.42900390625,0.000116192460883739,47,1710.54382324219,-33.7992586136897,-7.72568044435198,0.168823132988354,0.410880923125368,315.628279413696,45,48,1753.61022949219,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,24,C1,32.42900390625,0.000116192460883739,48,1753.61022949219,-52.8765492540295,-26.8029710846918,0.00208786729554246,0.0456931865330321,296.084588686937,45,48,1753.61022949219,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,25,Cs1,34.4386573791504,0.0000821167009745572,1,34.3185424804688,-26.2417306224989,0,1,1,49.8467156009335,48,48,1797.34954833984,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,25,Cs1,34.4386573791504,0.0000821167009745572,2,68.6370849609375,-5.97658617255372,20.2651444499452,106.295393741693,10.3099657488128,64.6243540058728,48,48,1797.34954833984,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,25,Cs1,34.4386573791504,0.0000821167009745572,3,103.628540039063,-0.208674401171793,26.0330562213271,401.148915223953,20.0287022850696,64.6781189816193,48,48,1797.34954833984,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,25,Cs1,34.4386573791504,0.0000821167009745572,4,137.947082519531,-3.3054621905504,22.9362684319485,196.619615823117,14.0221116748911,67.7470866520886,48,48,1797.34954833984,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,25,Cs1,34.4386573791504,0.0000821167009745572,5,172.265625,-12.037497707067,14.2042329154319,26.3283287126039,5.13111378870162,60.2278557519976,48,48,1797.34954833984,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,25,Cs1,34.4386573791504,0.0000821167009745572,6,206.584167480469,0,26.2417306224989,420.894317381852,20.515709039218,69.0371672897018,48,48,1797.34954833984,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,25,Cs1,34.4386573791504,0.0000821167009745572,7,241.575622558594,-12.1032367989965,14.1384938235024,25.93279830883,5.09242558206106,63.3661917927401,48,48,1797.34954833984,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,25,Cs1,34.4386573791504,0.0000821167009745572,8,276.567077636719,-28.5226775258749,-2.28094690337598,0.591432668537958,0.769046597117468,53.2549209580261,48,48,1797.34954833984,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,25,Cs1,34.4386573791504,0.0000821167009745572,9,310.885620117188,-15.4908488208915,10.7508818016074,11.8874356819126,3.44781607425812,59.7344496047707,48,48,1797.34954833984,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,25,Cs1,34.4386573791504,0.0000821167009745572,10,345.877075195313,-7.50347301221866,18.7382576102802,74.7869395068225,8.64794423587609,66.1690785711172,48,48,1797.34954833984,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,25,Cs1,34.4386573791504,0.0000821167009745572,11,380.868530273438,-5.20670538014515,21.0350252423537,126.911952088494,11.2655204978951,69.3844802533777,48,48,1797.34954833984,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,25,Cs1,34.4386573791504,0.0000821167009745572,12,415.859985351563,-6.13984358326394,20.101887039235,102.373771669739,10.1179924723108,67.9071380059432,48,48,1797.34954833984,measured
1.0,Pianoteq 9 SingleNoteSamples,80,body,0.2,1.2,25,Cs1,34.4386573791504,0.0000821167009745572,13,450.851440429688,-8.8994845608567,17.3422460616422,54.2281272103639,7.36397495992238,66.9659789078725,48,48,1797.34954833984,measured
