partial,f,sigma,r2,fittedFrameCount
1,92.8619,0.275836,0.890393,1676
2,184.378,0.429537,0.820086,1093
3,277.24,0.36231,0.911349,1445
4,370.102,0.441173,0.881388,1083
5,461.618,0.547004,0.933728,835
6,554.48,0.566408,0.993182,921
7,647.342,0.335595,0.864132,1518
8,740.204,0.372167,0.955694,1278
9,834.412,0.430892,0.880114,1134
10,927.274,0.469236,0.92577,969
11,1020.14,0.892877,0.985677,600
12,1114.34,0.378603,0.816531,1191
13,1208.55,0.543411,0.824203,792
14,1302.76,1.17666,0.978738,474
15,1396.97,0.46189,0.668677,799
16,1492.52,0.21787,0.745568,1669
17,1586.73,0.40415,0.807567,951
18,1682.28,0.921004,0.787644,513
19,1777.84,1.24159,0.879179,406
21,1972.98,0.477665,0.888959,815
22,2071.23,0.254638,0.67137,1198
23,2170.82,0.987007,0.869139,421
28,2699.73,3.22452,0.999957,173
29,2793.93,4.08473,0.99938,131
30,2888.14,3.43581,0.991664,147
31,2861.22,0.398621,0.918554,1059
35,3065.79,0.385592,0.912678,1447
37,3906.93,0.676309,0.955166,904
46,4345.67,0.8299,0.965278,720
50,4569.08,0.871658,0.928197,682
52,5260.83,1.14022,0.963892,538
58,5377.92,1.28176,0.959199,475
59,6108.7,1.68719,0.941122,355
66,6233.86,1.78912,0.93713,335
67,6616.08,2.20349,0.911475,262
70,6745.28,3.19039,0.858915,252
71,7271.49,3.63482,0.844382,233
75,7813.86,3.62647,0.874903,250
79,8817.85,3.92014,0.842996,286
86,8961.85,2.45858,0.721529,371
87,9112.58,2.19764,0.6789,381
88,10191.9,1.70274,0.592742,416
