partial,f,sigma,r2,fittedFrameCount
1,32.2998,0.217501,0.98446,1702
2,64.5996,0.188949,0.970129,1700
3,96.8994,0.132453,0.841029,1703
4,130.545,0.147455,0.921678,1704
5,162.845,0.149658,0.919715,1706
6,195.145,0.114595,0.753002,1705
7,227.444,0.106679,0.778791,1707
8,261.09,0.0961804,0.609934,1705
9,293.39,0.137285,0.886919,1705
10,327.036,0.144435,0.921621,1705
11,359.335,0.102993,0.701981,1707
12,392.981,0.105334,0.717635,1705
13,425.281,0.129296,0.815045,1704
14,458.926,0.154302,0.865001,1702
15,492.572,0.1688,0.91721,1702
16,526.218,0.160839,0.885044,1704
17,559.863,0.163567,0.904714,1702
18,593.509,0.187925,0.955227,1699
19,627.155,0.180826,0.901647,1700
20,660.8,0.188624,0.907985,1700
21,695.792,0.204383,0.949963,1703
22,730.783,0.200887,0.959185,1698
23,764.429,0.211005,0.961934,1696
24,818.262,0.617987,0.99847,913
25,850.562,0.660401,0.996781,910
27,905.74,0.264656,0.985282,1690
28,940.732,0.291574,0.990549,1680
29,977.069,0.298595,0.989332,1678
30,1013.41,0.316213,0.986388,1676
31,1049.74,0.348826,0.989949,1522
32,1086.08,0.37471,0.996328,1535
33,1123.76,0.426802,0.985532,1202
34,1162.79,0.423173,0.977795,1242
35,1200.48,0.437894,0.972982,1294
36,1254.31,0.635526,0.932196,826
37,1287.95,0.638299,0.940731,893
38,1322.95,0.682606,0.950836,806
39,1356.59,0.801808,0.969343,695
41,1460.22,0.976999,0.999511,590
42,1495.21,0.989469,0.996882,606
43,1528.86,1.02116,0.998037,566
44,1584.04,0.631659,0.992451,905
45,1625.76,0.723167,0.982116,785
46,1667.48,0.696134,0.991604,829
47,1710.54,0.751067,0.983771,737
48,1753.61,0.780255,0.953321,691
49,1795.33,0.949688,0.999598,630
50,1838.4,0.998544,0.995634,615
51,1881.46,0.916573,0.990863,615
52,1925.88,0.946155,0.990707,602
53,1967.6,0.977112,0.987365,567
54,2012.01,1.0422,0.99215,528
55,2056.42,1.04048,0.980469,520
56,2102.18,1.03598,0.986664,532
57,2147.94,1.08864,0.984799,487
58,2193.7,1.15173,0.999902,512
59,2239.45,1.10656,0.963801,457
60,2286.56,1.07566,0.971685,512
61,2333.66,1.19432,0.983005,490
62,2379.42,1.25197,0.998404,458
63,2427.87,1.15548,0.992124,489
64,2477.66,1.13416,0.993151,503
65,2546.3,1.19982,0.999537,489
66,2573.22,1.24369,0.964238,414
67,2624.36,1.28703,0.978695,408
68,2675.5,1.38339,0.991081,402
71,2855.84,1.8447,0.997537,318
81,2931.21,1.76699,0.987292,318
82,3145.19,1.41854,0.894446,683
86,3309.38,0.978439,0.849621,799
87,4282.42,3.79239,0.991271,267
