partial,f,sigma,r2,fittedFrameCount
1,146.695,0.354371,0.78283,1253
2,293.39,0.382578,0.925392,1249
3,440.085,0.576228,0.971474,982
4,586.78,0.555096,0.957063,794
5,734.821,0.382031,0.919867,1248
6,882.861,0.399781,0.817738,1243
7,1030.9,0.754958,0.923903,572
8,1178.94,0.460943,0.80665,1021
9,1326.98,1.0716,0.845775,456
10,1477.72,0.397998,0.640387,911
11,1627.1,0.30988,0.813177,1243
12,1781.87,0.455701,0.766891,821
20,3017.34,0.352986,0.744833,1282
23,3176.15,0.400082,0.827272,1280
24,3499.15,0.531663,0.911486,984
26,3663.34,0.456724,0.853158,1165
27,3994.41,0.533779,0.927068,1050
30,4851.7,0.829864,0.891668,650
35,5937.78,1.25948,0.924062,471
41,6124.85,1.38018,0.927444,433
42,7297.06,2.08306,0.881261,260
47,7500.28,2.40126,0.859502,238
48,8768.05,3.71682,0.874021,159
54,9210.83,5.22349,0.829471,151
56,9434.23,3.8207,0.844494,262
