partial,f,sigma,r2,fittedFrameCount
1,329.727,0.738074,0.962167,688
2,659.454,0.437204,0.776282,819
3,990.527,0.540566,0.798343,716
4,1322.95,0.463206,0.731229,754
5,1658.06,0.421598,0.697877,783
6,1994.51,0.356702,0.692159,820
7,2335.01,0.678903,0.757519,485
8,2678.19,0.419915,0.733065,721
10,3025.42,0.620837,0.892211,850
11,4096.69,1.12355,0.957965,544
14,5219.11,2.07388,0.948097,298
18,5606.71,2.66213,0.93949,235
19,6813.91,4.21118,0.930154,156
22,8550.03,10.0536,0.927483,103
27,9004.92,5.73065,0.772362,171
