partial,f,sigma,r2,fittedFrameCount
1,110.358,0.468813,0.859189,1110
2,219.37,0.61329,0.893805,752
3,329.727,0.439991,0.986455,1221
4,440.085,0.321759,0.804275,1452
5,550.443,0.465362,0.985593,1155
6,660.8,0.357336,0.896014,1269
7,771.158,0.442519,0.946401,1079
8,881.516,0.549088,0.95685,857
9,991.873,0.783265,0.936868,596
10,1103.58,0.43297,0.881955,1042
11,1216.63,0.66483,0.897403,663
12,1331.02,0.527896,0.819148,848
15,1691.7,4.54145,0.981667,82
20,2318.86,2.63882,0.995109,194
21,2429.21,3.12568,0.985844,194
23,2702.42,0.36423,0.640332,960
24,2819.5,0.59552,0.892795,627
25,2943.32,0.526058,0.834906,671
29,3422.43,0.395285,0.859631,1242
33,3544.9,0.505095,0.896748,1155
34,3668.72,0.568349,0.854088,944
35,4299.91,0.606383,0.88942,808
36,5224.49,1.00916,0.936946,648
46,5497.7,1.0471,0.921,545
48,5636.32,1.27856,0.921144,443
49,6638.96,1.79861,0.927709,321
55,7393.96,3.73672,0.899381,265
59,8512.34,4.27759,0.827234,191
64,8840.73,4.56114,0.923397,247
66,10410,5.03113,0.840938,219
73,10957.7,2.80561,0.673318,306
76,11147.5,2.52766,0.654367,305
