partial,f,sigma,r2,fittedFrameCount
1,246.286,0.437169,0.765481,1102
2,493.918,0.872545,0.993593,617
3,741.55,0.33149,0.733428,1209
4,989.182,0.60033,0.874546,769
6,1488.48,0.422427,0.742938,774
7,1740.15,0.601306,0.698674,603
12,3029.45,0.643588,0.960892,1006
14,3294.58,0.604876,0.946982,986
15,3562.4,0.663516,0.938872,905
16,3832.91,0.832146,0.934586,723
17,4952.64,1.34824,0.95695,458
18,5243.33,1.58664,0.963863,396
23,5538.07,2.07856,0.925675,293
24,6447.85,2.82984,0.934718,219
27,7080.39,4.39992,0.893172,142
29,8757.28,9.25128,0.925009,118
33,9109.89,6.861,0.876522,161
34,9466.53,4.19161,0.734797,217
35,11356.1,3.32251,0.619486,221
