partial,f,sigma,r2,fittedFrameCount
1,103.629,0.247774,0.784433,1673
2,207.257,0.537216,0.845829,896
3,310.886,0.392477,0.923237,1317
4,414.514,0.492352,0.86749,1133
5,519.489,0.404113,0.949202,1349
6,623.117,0.394885,0.917407,1300
7,728.091,0.320962,0.942372,1661
8,831.72,0.257288,0.80238,1669
9,936.694,0.287858,0.915473,1504
10,1041.67,0.752546,0.986659,703
11,1146.64,0.738322,0.951456,657
12,1251.62,0.807775,0.891644,540
13,1357.94,0.688743,0.873841,686
15,1570.58,0.422895,0.65079,720
16,1676.9,0.430634,0.766876,834
17,1784.56,2.08094,0.978797,247
18,1892.23,0.369979,0.673181,1014
19,2001.24,0.33178,0.822524,1141
20,2110.25,0.655333,0.877325,602
21,2217.92,0.578115,0.825403,586
22,2328.28,0.854912,0.728673,468
23,2438.64,0.234117,0.602045,1346
24,2550.34,0.375199,0.689052,849
25,2662.04,0.48608,0.895294,852
26,2776.44,0.658321,0.75683,515
28,3229.98,0.386815,0.892992,1460
35,3345.72,0.419351,0.94931,1371
36,4057.66,0.657311,0.882894,920
43,4178.79,0.670831,0.936839,908
44,4931.1,0.982218,0.949158,647
50,5189.5,1.03722,0.933342,562
53,5320.05,1.20052,0.943271,504
54,6266.16,1.54496,0.953926,392
61,6459.96,5.17031,0.901395,177
63,6575.7,3.5023,0.900728,277
64,7127.49,2.69105,0.870983,221
68,7272.84,3.87194,0.907401,272
69,7420.88,4.48469,0.938109,227
70,8358.92,4.81731,0.905032,219
