partial,f,sigma,r2,fittedFrameCount
1,57.8705,0.391258,0.959485,1168
2,117.087,0.347329,0.967489,1441
3,174.957,0.304928,0.872688,1658
4,232.828,0.261445,0.9746,1694
5,290.698,0.291317,0.945293,1686
6,348.569,0.31622,0.944852,1685
7,407.785,0.301481,0.9585,1678
8,465.656,0.423299,0.940895,1121
9,523.526,0.252009,0.899529,1692
10,582.742,0.301538,0.958427,1686
11,640.613,0.253015,0.855056,1647
12,699.829,0.142693,0.754411,1696
13,759.045,0.261011,0.88263,1694
14,816.916,0.176184,0.741496,1698
15,876.132,0.186116,0.726929,1694
16,935.349,0.167554,0.655678,1695
17,994.565,0.184833,0.742078,1697
18,1053.78,0.182588,0.752308,1694
19,1114.34,0.185235,0.697972,1695
20,1176.25,0.179003,0.751782,1695
21,1238.16,0.147488,0.618136,1708
22,1301.41,0.606276,0.885846,655
25,1514.05,2.06572,0.99954,274
26,1575.96,1.85006,0.999767,313
27,1633.83,1.6257,0.999646,362
28,1693.05,1.63309,0.999875,356
29,1752.26,1.64283,0.999801,350
30,1837.05,0.400409,0.828925,1128
31,1898.96,0.362722,0.928691,1206
32,1960.87,0.378397,0.913494,1408
33,2022.78,0.368684,0.909981,1335
34,2084.68,0.443468,0.920995,1067
35,2149.28,0.486548,0.93023,1061
36,2225.99,1.51079,0.942323,370
37,2301.36,4.62518,0.942421,114
40,2523.42,0.599319,0.936957,776
41,2582.64,5.40857,0.982988,110
42,2656.66,0.526024,0.911754,1027
43,2722.6,0.62306,0.955252,925
44,2787.2,0.599229,0.95376,874
51,3184.22,0.739613,0.980936,930
57,3836.95,1.32063,0.977778,618
65,4600.03,1.88909,0.974111,383
75,4979.55,1.73497,0.972537,397
80,6139.65,2.34603,0.969898,298
92,6900.05,4.09371,0.930492,228
