partial,f,sigma,r2,fittedFrameCount
1,146.695,0.289856,0.904173,1010
5,734.821,0.20193,0.617462,1013
6,882.861,0.356624,0.88824,1007
7,1030.9,0.350955,0.841689,1006
8,1178.94,0.354535,0.712312,1002
9,1328.33,0.364217,0.872647,1001
10,1479.06,0.391134,0.844236,906
11,1627.1,0.360866,0.854113,928
12,1781.87,0.416564,0.857458,933
20,2701.07,0.736784,0.936738,726
21,2858.53,0.788325,0.971568,669
22,3017.34,0.777209,0.948334,793
23,3499.15,1.11438,0.930378,539
26,4162.64,1.37386,0.893271,388
31,4676.74,2.14374,0.889389,284
34,5567.68,3.66752,0.866999,248
39,6581.08,5.50577,0.924085,199
44,7498.94,2.2134,0.668464,386
