partial,f,sigma,r2,fittedFrameCount
1,87.4786,0.225756,0.957053,1685
2,174.957,0.210776,0.879125,1691
3,261.09,0.2379,0.774777,1694
4,348.569,0.275258,0.978657,1684
5,436.047,0.209952,0.875805,1689
6,523.526,0.158643,0.600029,1697
8,698.483,0.127402,0.881433,1703
9,787.308,0.163594,0.715622,1695
10,874.786,0.193951,0.726267,1672
12,1051.09,0.236652,0.73086,1528
15,1317.56,0.166143,0.70582,1687
16,1406.39,0.249271,0.832172,1676
17,1496.56,0.191124,0.851708,1686
18,1586.73,0.221162,0.819802,1677
19,1676.9,0.177684,0.679356,1667
20,1768.41,0.275782,0.8398,1212
21,1861.28,0.194083,0.79381,1691
33,2694.34,0.390935,0.896862,1086
35,2789.9,0.355245,0.857845,1029
36,3176.15,0.495757,0.923732,1042
40,3472.23,0.501581,0.859786,905
43,3571.82,0.555615,0.745065,857
45,4219.16,2.22642,0.824387,405
51,4289.15,0.999377,0.877039,555
52,4395.46,1.40914,0.852909,582
53,4823.44,1.27003,0.874783,416
57,4932.45,1.70939,0.805321,424
58,5042.81,2.09777,0.917827,534
59,5264.87,1.99095,0.879492,536
61,5719.76,2.66627,0.89396,400
65,5952.58,3.0248,0.918879,372
67,6189.45,2.63195,0.888081,410
69,6307.88,0.803954,0.609205,838
70,6797.76,0.854967,0.591157,793
