partial,f,sigma,r2,fittedFrameCount
1,68.6371,0.190015,0.885986,1695
3,207.257,0.154794,0.777463,1697
4,277.24,0.190388,0.846811,1698
5,345.877,0.142283,0.630422,1700
6,415.86,0.228155,0.940661,1697
7,484.497,0.244195,0.810856,1306
8,554.48,0.210352,0.817432,1696
10,693.1,0.171263,0.758765,1693
11,763.083,0.175341,0.849243,1690
13,903.049,0.200892,0.699271,1678
14,973.032,0.177583,0.685069,1695
15,1044.36,0.194341,0.69086,1693
16,1114.34,0.204448,0.763379,1693
17,1185.67,0.194885,0.882646,1689
18,1255.65,0.186556,0.723537,1619
19,1328.33,0.330364,0.728775,884
20,1401,0.253065,0.742401,1198
26,1873.39,2.16331,0.995828,213
27,1947.41,2.04161,0.99611,282
34,2499.2,0.518865,0.954371,868
35,2575.91,0.501363,0.900521,906
36,2652.62,0.488335,0.884715,882
37,2727.99,0.564628,0.986097,969
38,2806.05,0.554497,0.917374,890
44,3199.03,0.767488,0.911999,777
49,3277.08,0.935126,0.921827,632
50,3933.85,0.993707,0.927317,544
58,4017.29,1.78309,0.878158,519
59,4687.51,2.27635,0.913152,473
61,5628.24,3.79006,0.897298,272
