partial,f,sigma,r2,fittedFrameCount
1,146.695,0.181216,0.741962,1269
2,293.39,0.213162,0.863065,1269
3,440.085,0.250926,0.882422,1263
4,586.78,0.321919,0.845821,1264
5,734.821,0.212176,0.732348,1268
6,882.861,0.266881,0.810053,1266
7,1030.9,0.520916,0.931513,712
8,1178.94,0.269036,0.826292,1264
9,1326.98,0.227003,0.68409,1218
10,1477.72,0.236613,0.702689,1266
11,1627.1,0.221678,0.889098,1266
12,1781.87,0.26687,0.894944,1245
20,2701.07,0.418699,0.690896,695
21,3017.34,0.367918,0.842873,1288
23,3176.15,0.384636,0.81626,1288
24,3499.15,0.493794,0.926207,984
26,3663.34,0.486271,0.935884,1135
27,3994.41,0.531648,0.878411,927
30,4851.7,0.91991,0.828998,559
35,5937.78,1.34471,0.831383,366
41,6124.85,1.9268,0.794702,357
42,6314.61,2.66763,0.851322,355
43,7297.06,2.74117,0.692242,172
47,7500.28,4.14584,0.896782,257
