partial,f,sigma,r2
1,98.2452,0.33712,0.850255
2,196.49,0.195441,0.530444
4,391.635,0.237803,0.731863
5,489.88,0.339287,0.916064
6,588.126,0.196602,0.687395
7,686.371,0.230443,0.855414
8,784.616,0.131336,0.605378
9,884.207,0.201614,0.699067
10,982.452,0.247204,0.654679
11,1082.04,0.233781,0.71959
12,1181.63,0.282134,0.810911
13,1279.88,0.290688,0.810762
14,1380.82,0.305148,0.877535
15,1481.75,0.362764,0.908241
16,1582.69,0.375089,0.935213
17,1683.63,0.380677,0.955906
18,1784.56,0.446835,0.906502
19,1886.85,0.433259,0.929435
20,1989.13,0.390738,0.898704
21,2091.41,0.489536,0.973419
22,2195.04,0.524179,0.909836
