partial,f,sigma,r2
1,52.4872,0.18853,0.629896
2,103.629,0.212028,0.91784
3,154.77,0.16052,0.666957
4,207.257,0.173095,0.753067
8,414.514,0.129749,0.679754
9,467.001,0.149553,0.543789
10,519.489,0.18379,0.711044
11,570.63,0.161066,0.70871
12,623.117,0.192996,0.804669
13,675.604,0.284499,0.78594
14,728.091,0.215066,0.66238
15,780.579,0.230042,0.797497
16,833.066,0.233115,0.79639
17,886.899,0.202232,0.650105
18,939.386,0.236721,0.878754
19,991.873,0.315402,0.85979
20,1047.05,0.224223,0.802287
21,1102.23,0.266278,0.839593
27,1441.38,13.7376,0.997676
32,1754.96,0.46903,0.963808
33,1810.13,0.408183,0.919702
34,1868.01,0.452945,0.957504
35,1925.88,0.477801,0.959672
36,1981.05,0.498179,0.979918
37,2037.58,0.477968,0.990929
38,2098.14,0.539776,0.962445
43,2444.02,0.640409,0.965556
44,2505.93,0.707254,0.978064
45,2565.14,0.740504,0.964852
46,2629.74,0.767178,0.923191
52,3056.37,1.85923,0.913639
61,3715.82,2.6068,0.917947
62,3773.69,2.5674,0.923996
67,4188.21,2.02468,0.796423
