partial,f,sigma,r2
1,92.8619,0.341636,0.960186
2,184.378,0.191633,0.763802
3,277.24,0.211356,0.610917
4,370.102,0.196533,0.51184
5,461.618,0.201511,0.693137
6,554.48,0.201667,0.684827
7,647.342,0.194939,0.701557
9,834.412,0.277115,0.872414
10,927.274,0.216471,0.730233
11,1021.48,0.349834,0.903268
12,1114.34,0.266793,0.789893
13,1208.55,0.209964,0.710788
14,1302.76,0.271763,0.771991
15,1396.97,0.372601,0.865856
16,1492.52,0.33612,0.868417
17,1586.73,0.483817,0.965178
18,1682.28,0.475798,0.916025
19,1777.84,0.391323,0.921609
20,1874.73,0.414171,0.926743
21,1972.98,0.474646,0.905265
43,4344.32,2.62557,0.785991
44,4457.37,2.35745,0.741648
45,4570.42,1.63916,0.754922
46,4680.78,2.53253,0.742297
