partial,f,sigma,r2
1,87.4786,0.193206,0.889139
2,174.957,0.289014,0.736295
3,261.09,0.161731,0.812325
4,348.569,0.770322,0.954194
5,436.047,0.21761,0.635019
6,523.526,0.209276,0.760726
7,611.005,0.216046,0.644168
8,698.483,0.171646,0.528804
9,787.308,0.178765,0.698869
10,874.786,0.172279,0.565497
11,963.611,0.24416,0.811285
12,1051.09,0.282996,0.790776
13,1139.91,0.287627,0.849365
14,1228.74,0.254664,0.795471
15,1317.56,0.320162,0.819143
16,1407.73,0.373189,0.918021
17,1496.56,0.314926,0.867669
18,1586.73,0.335531,0.873524
19,1676.9,0.371926,0.902366
20,1768.41,0.502621,0.928544
44,4184.17,2.89726,0.891927
