partial,f,sigma,r2
2,146.695,0.220673,0.71416
3,219.37,0.17559,0.680314
7,514.105,0.184013,0.711385
8,588.126,0.20576,0.744139
9,660.8,0.211758,0.676267
10,734.821,0.226445,0.786747
11,808.841,0.197265,0.639232
12,882.861,0.232611,0.758486
13,956.882,0.249482,0.809675
14,1032.25,0.227935,0.739577
15,1106.27,0.231217,0.715759
16,1181.63,0.375804,0.892132
17,1257,0.300037,0.826931
18,1331.02,0.434053,0.916338
19,1407.73,0.355752,0.969768
35,2733.37,0.539139,0.956353
37,2897.56,0.539015,0.956521
39,3063.1,0.771027,0.913572
49,4002.48,1.73347,0.780627
