partial,f,sigma,r2
1,78.0579,0.241568,0.931094
2,154.77,0.264626,0.951276
3,232.828,0.172768,0.72745
4,310.886,0.165764,0.712511
5,388.943,0.229221,0.698101
6,467.001,0.224279,0.694654
7,545.059,0.217477,0.844424
8,623.117,0.242256,0.764688
10,779.233,0.221037,0.771059
11,857.291,0.221503,0.750852
12,936.694,0.236283,0.78371
13,1014.75,0.246596,0.802413
14,1094.16,0.198986,0.704258
15,1172.21,0.361418,0.928889
16,1251.62,0.297853,0.670913
17,1332.37,0.503648,0.964258
18,1411.77,0.310661,0.881786
19,1492.52,0.296714,0.897157
37,3076.56,0.604585,0.974259
38,3162.69,0.633617,0.916523
39,3252.86,0.808333,0.7963
