partial,f,sigma,r2
1,30.954,0.223705,0.961238
2,61.908,0.221075,0.928858
3,91.5161,0.186527,0.878243
4,122.47,0.157717,0.742458
5,153.424,0.146239,0.784742
6,184.378,0.136717,0.605647
11,339.148,0.119732,0.657819
13,402.402,0.140057,0.617565
14,433.356,0.138311,0.682385
15,469.693,0.175607,0.775496
16,497.955,0.153504,0.775511
17,528.909,0.186536,0.855097
18,561.209,0.169856,0.809387
19,593.509,0.198963,0.853376
20,625.809,0.186388,0.858164
21,659.454,0.191968,0.835101
22,693.1,0.204291,0.816987
23,725.4,0.21336,0.847968
24,759.045,0.215293,0.885906
25,792.691,0.237597,0.925446
26,826.337,0.238005,0.942888
27,861.328,0.254726,0.903613
28,894.974,0.260844,0.930226
29,929.965,0.303548,0.943024
30,964.957,0.368084,0.994534
31,999.948,0.406037,0.951788
32,1034.94,0.344114,0.988239
33,1071.28,0.385702,0.978015
34,1108.96,0.411541,0.993929
35,1143.95,0.448464,0.989889
36,1181.63,0.514393,0.966237
37,1217.97,0.486097,0.977605
38,1255.65,0.574138,0.98761
39,1293.34,0.528304,0.974326
40,1331.02,0.583664,0.980778
41,1370.05,0.625443,0.98869
42,1409.08,0.611305,0.988258
43,1449.45,0.647353,0.987143
44,1488.48,0.645933,0.97217
45,1528.86,0.732797,0.936055
46,1569.23,0.772323,0.983886
47,1608.26,0.802269,0.998599
48,1651.33,0.776856,0.986307
49,1693.05,0.818091,0.998917
50,1734.77,0.902646,0.988584
51,1776.49,0.964981,0.978455
52,1820.9,1.0906,0.967658
53,1863.97,1.05616,0.918642
54,1907.03,1.1824,0.977397
55,1950.1,1.2229,0.999117
64,2345.77,3.88255,0.996899
78,3046.95,2.92685,0.917036
79,3102.13,3.98165,0.904895
80,3160,3.55348,0.92583
81,3217.87,3.69511,0.917082
82,3283.81,3.31896,0.936451
83,3332.26,2.48977,0.763981
85,3450.7,2.70157,0.745652
86,3508.57,2.55052,0.769403
87,3570.47,4.7773,0.91454
